RewardID,CardNumber,Reward_points_balance,Reward_points_consumed,ExpiryDate
68346,6564737648,6500,5908,2025-01-22 06:31:34.856077
34553,1679564671,3769,3765,2025-03-30 07:27:57.700569
24699,8394517029,227,91,2025-04-20 11:52:26.581865
15151,4828801113,3936,242,2025-02-20 10:47:19.600082
89036,9994364550,9988,8852,2024-04-30 13:52:22.844646
52612,5352344241,5744,4057,2025-02-19 05:21:28.285272
36913,4563340690,9164,5903,2024-12-25 20:24:13.296519
50118,2829082597,9838,7343,2024-05-05 00:56:20.718461
46390,6638036384,447,75,2025-02-09 18:46:13.715184
98147,9763385919,6907,4524,2025-01-22 22:18:53.467597
70337,5992894361,3262,1034,2025-01-28 22:46:58.351760
3283,3821458882,1738,1048,2024-10-13 09:48:36.251917
15767,4423756774,3423,482,2025-03-15 12:06:31.070708
63220,8278419546,7758,3676,2024-12-17 19:26:07.958059
68044,6430314898,531,389,2024-05-31 12:27:26.297735
72669,6189144785,807,611,2024-10-16 09:24:02.997731
1460,5515565558,7932,5822,2024-12-18 21:11:59.717733
8704,9709692110,3128,1484,2024-04-29 20:07:04.201648
41274,3170302719,2307,409,2024-10-26 16:22:48.315131
72591,7765544699,5473,3795,2025-04-04 15:28:36.780809
58166,5848606343,9135,3757,2025-02-01 06:40:30.158887
10000,3971489950,9439,2454,2024-12-25 13:36:57.403980
43262,9014440617,9493,1965,2024-11-22 00:02:50.117709
20597,7172598063,4742,421,2025-01-07 06:49:05.304473
27211,9501609587,3035,562,2025-04-20 07:48:22.884496
9249,7400318452,3534,3513,2024-08-18 04:24:38.911588
91010,3697040521,9531,1709,2025-03-15 22:44:35.674109
10088,4671744857,2806,2506,2024-09-17 06:04:40.716480
66196,6250041631,243,51,2024-08-19 10:14:27.040021
86215,2500523901,5497,1920,2024-10-01 03:56:31.385376
34853,2506616350,5583,4101,2025-01-05 17:29:34.656985
99248,8284017578,7294,5574,2024-12-02 20:27:24.246996
57701,8208733153,1308,728,2024-12-08 21:18:55.393251
81283,7608048402,4975,1922,2024-08-11 04:17:48.963458
23959,2301089675,5044,1700,2024-05-27 23:32:11.962391
43898,5214096644,1482,1292,2024-10-31 13:02:50.020845
55287,2708830792,8372,5014,2024-07-19 17:06:24.194897
63494,9275514488,259,165,2024-09-09 05:24:45.144533
66426,9828033475,5606,2213,2025-01-24 10:11:27.578775
84294,8935465207,7313,749,2024-10-26 01:48:36.152057
62115,8073853365,2620,270,2024-12-15 03:50:41.548810
91157,3703528148,9933,6967,2024-11-04 02:36:41.307517
75880,9435378148,5699,245,2024-06-24 14:54:35.469828
94939,7846079764,9739,9696,2025-01-07 06:53:35.739290
57993,5542002996,4372,2478,2024-09-25 09:41:45.843477
3083,7213151774,9664,8849,2024-05-26 19:35:35.526938
28949,4072711527,4252,3422,2024-11-04 16:15:51.062703
94189,6056555389,1819,428,2024-09-12 22:49:39.120582
12487,6668973537,4656,2787,2025-03-11 02:48:11.039569
74535,1168115049,4446,2652,2025-01-21 23:46:59.732659
81023,1066498706,9682,265,2025-04-23 20:53:20.177652
36046,9410165623,3596,3055,2025-04-02 09:24:52.387099
79718,5064031431,5018,3223,2025-01-08 00:56:34.472752
87319,1395425952,431,413,2024-12-06 04:43:11.804258
42383,6613462012,6083,1050,2024-10-14 14:08:18.689272
9851,1891619848,7857,5004,2024-12-28 03:34:58.814295
93806,1564400987,5086,644,2024-09-03 03:12:32.087454
98169,3888493205,5600,679,2024-05-28 22:28:17.405568
52786,1109663845,75,74,2025-01-03 02:07:04.146237
40658,8916723261,7235,5576,2024-08-26 01:20:34.590962
43880,6590987320,3060,585,2025-02-28 11:48:47.256732
73808,4426258286,1198,200,2025-01-14 11:43:53.570635
26298,2623877862,2124,417,2025-02-12 22:35:54.045087
2110,8640717985,3922,2251,2025-04-04 10:42:26.812658
96429,1518642113,3360,990,2024-08-27 12:49:23.094664
28508,6897564901,5638,3156,2025-01-14 13:36:07.507635
90085,6549520790,2861,495,2024-08-09 06:54:03.826918
26343,9590377461,1316,931,2024-09-20 07:10:23.242617
43481,5843436897,2406,1280,2025-03-20 04:33:24.798258
77466,9857095495,4892,1604,2024-12-13 05:58:49.435531
99554,3061113092,6329,2267,2024-05-26 18:31:02.648209
33283,2980997761,7432,1689,2024-10-26 00:44:10.117949
19412,6973453242,3228,2086,2025-02-20 21:01:05.721493
35372,2700370785,5231,523,2024-09-23 10:02:59.984303
66822,3035079960,5680,5423,2024-08-15 18:45:54.173542
20362,5421436261,8442,7832,2024-06-04 06:35:45.309708
97169,5337221762,5152,507,2024-12-04 09:15:17.944307
11802,5104299809,8201,1068,2024-10-20 23:46:21.983218
13289,3564643217,7756,1044,2025-04-07 11:49:25.148841
13661,4283121508,2718,247,2024-09-14 04:28:42.700896
16605,5963215455,3580,2336,2024-08-12 05:49:15.148375
31617,9298164815,4555,532,2024-09-09 16:24:38.875547
95746,7678168241,5053,4192,2024-06-30 00:47:32.634824
42814,3219192300,7593,3865,2024-12-16 07:17:18.198514
5182,2751283076,3956,1128,2024-11-12 02:26:00.751096
25306,8978350574,552,450,2024-10-28 23:30:42.825895
65416,7993295506,1131,788,2025-01-22 19:30:16.080304
59068,7724047150,782,642,2024-08-01 01:40:11.966202
81022,7826293313,70,27,2024-11-08 08:30:40.576292
96454,9842267532,3075,601,2024-06-26 07:33:03.793935
45810,5502112701,6459,3469,2024-08-08 14:58:52.774836
33972,2593105331,5082,2020,2025-03-21 00:27:32.211235
8808,3065977330,4529,4359,2024-08-12 23:32:33.046963
92483,8244809026,5586,2796,2025-03-24 02:40:36.023960
64003,9285973480,5811,5537,2024-08-13 14:17:37.527533
17703,7657115501,1454,1128,2024-09-26 03:12:57.811152
95868,4141613208,8828,2320,2024-12-27 14:36:15.316528
69947,4734771865,4616,3888,2025-02-24 10:58:58.805887
76794,8647255085,7045,6625,2025-01-02 09:55:28.402297
62062,1634530516,8876,5016,2025-04-04 10:24:19.762615
9638,6305762574,7975,5722,2024-12-23 10:29:58.855957
2328,8881675033,8918,900,2025-01-01 16:45:39.421345
75908,6896335153,9102,6668,2025-01-05 18:41:55.959101
60349,2163225242,3201,3044,2024-05-29 02:48:06.838555
20744,7998790979,3445,3235,2024-09-04 23:47:30.974596
32409,8373882356,4981,2758,2025-02-01 22:55:41.880406
98298,5632662369,4364,4328,2024-12-12 16:29:37.776939
65758,3602917203,4221,627,2024-07-13 04:32:10.647839
76307,4438247299,7715,6699,2025-04-20 18:19:23.107591
18418,9443385893,8405,1877,2024-09-18 14:26:18.583824
28651,6473147760,3722,523,2024-11-23 19:10:19.520247
19003,5816507727,995,122,2025-02-28 11:27:38.337372
29018,1749299074,7220,4667,2024-11-26 02:03:58.129217
70975,3891379990,7776,2046,2024-10-22 22:34:40.277168
44746,8125720834,8381,179,2024-11-10 10:58:37.459615
83762,4441060478,9772,1685,2025-01-31 18:44:46.493825
38025,5590167888,4381,2797,2024-10-17 20:29:09.832208
78669,9500348467,8800,5871,2025-04-02 07:57:14.889403
35722,5682586403,2767,2059,2024-11-26 07:49:34.649818
50866,7473244271,6521,981,2024-10-15 07:43:29.838107
2884,7391846593,7584,2069,2024-06-15 08:49:10.493178
45877,1298332338,3900,1418,2024-12-18 02:16:29.398114
72197,6691355519,149,40,2025-03-02 06:10:33.051600
23044,2497528024,2158,1798,2024-08-30 08:57:45.203387
74937,6357073725,6710,2105,2024-06-22 23:36:19.107601
80655,3834626205,2979,1069,2025-04-07 21:17:27.522169
17725,4495799449,9887,5804,2025-03-17 02:27:54.196088
34419,6721202645,9199,2648,2024-05-27 17:11:32.645024
70961,4731005856,6650,1452,2024-05-05 17:07:29.294104
85219,4366711309,4882,4317,2024-09-14 11:44:47.612256
70099,8233676940,6320,5657,2024-11-06 18:26:42.327356
54925,8147110694,6634,2095,2024-12-29 19:40:09.638977
31945,6722115297,1024,726,2024-05-29 02:20:06.607488
51612,9482948570,1014,532,2024-10-20 17:08:47.234168
50988,6043155559,967,267,2025-03-23 01:48:58.751003
33931,7417323167,8701,4545,2024-06-18 00:34:52.543250
49329,6394672101,8144,2115,2025-02-24 11:20:25.524200
91296,2555878333,9905,2867,2024-07-20 05:17:20.866830
50639,8977982231,291,219,2024-07-29 17:29:55.243257
94992,8727096780,4605,983,2024-09-07 04:32:07.182695
48042,6840732883,2299,1231,2025-01-24 04:58:28.561973
21664,6903044200,9966,2730,2024-11-03 21:46:54.320665
95942,3707760834,2257,1981,2025-02-26 12:36:43.007033
66842,5402030743,3617,525,2025-03-07 12:42:02.213828
94036,5289678139,4672,2098,2024-05-26 19:28:09.396065
96545,2302189917,3333,198,2025-02-21 07:33:59.346468
40671,9251883314,5979,5869,2024-09-12 18:43:09.160574
9265,4969318421,9844,7379,2025-03-21 09:04:24.869056
88781,9752383815,2909,644,2025-04-17 14:58:28.728462
41917,2124440130,2199,1269,2025-04-18 03:36:28.590119
63716,1770881516,6410,4934,2025-01-27 04:20:25.939293
61526,9327844942,1373,1004,2024-07-25 07:10:41.380459
16673,2654329469,8343,4599,2024-06-06 06:17:59.990526
14017,1540597971,8659,7770,2024-11-12 23:19:31.935689
51285,7887408521,6402,2726,2024-12-03 23:04:47.227614
6343,3845307868,1801,1167,2024-06-12 04:57:21.635477
29957,2883805428,4775,1437,2024-06-19 18:16:20.315356
40275,3125715675,7462,942,2024-06-12 09:02:33.225244
61300,6379118369,6665,656,2024-12-16 06:50:30.425012
5286,1621333827,642,66,2024-10-29 06:34:18.956507
17227,7633794445,2852,1029,2025-01-15 10:44:08.742484
57920,4535352319,52,15,2024-10-25 18:31:12.216341
34261,5132635644,9538,6188,2024-07-05 14:10:48.344732
11983,4606982114,8038,1907,2024-08-31 17:56:07.761347
79322,5862132068,9794,5842,2024-12-22 11:33:21.589718
17045,8866356401,1358,355,2024-07-11 18:10:49.197806
61927,8268508242,815,555,2024-10-22 22:02:46.839662
76200,2361937807,522,426,2025-04-25 10:06:32.198669
17572,8196719227,639,464,2024-09-20 15:47:21.337809
96869,7300394894,2244,1284,2025-04-15 06:51:15.720902
87932,7884168815,589,446,2025-02-24 15:07:15.845715
91023,4775607963,3104,425,2024-11-15 02:41:22.460011
45477,8162585033,8423,1179,2024-10-31 07:50:17.748155
7698,3402711194,8429,3855,2024-12-22 01:29:01.493121
70289,8886750942,9758,8342,2024-10-07 02:53:43.373785
46144,2620967149,7229,6976,2025-02-09 13:16:34.831877
99609,5519714728,5346,5300,2025-02-02 12:04:08.119870
13989,1530674839,5492,4353,2024-09-17 16:36:00.761457
31589,1064704299,8546,8286,2025-03-21 17:18:27.415847
87658,2749694165,5012,729,2024-06-30 11:15:20.915588
91328,9685094109,3561,2480,2024-12-14 00:09:28.984820
73045,9475994901,4923,4182,2025-02-24 13:11:29.552812
64569,8702653839,9851,293,2024-07-08 08:04:03.094769
47191,8772888976,1808,1294,2025-02-09 09:34:25.383258
58585,8863689111,1316,360,2025-02-02 21:11:34.764849
81101,1687708428,3092,2535,2024-06-29 10:51:09.338326
70811,7768217544,4226,4162,2024-06-06 11:33:44.215344
79342,4327429764,7027,638,2025-03-21 19:00:52.743857
58780,8573094068,936,181,2025-03-15 13:07:06.271941
8732,3647205693,9848,4333,2024-11-15 16:42:28.329098
40040,4947105033,1159,896,2025-01-01 02:34:35.183483
78893,3984514777,2432,927,2024-09-23 22:14:06.095458
74548,3143188840,1717,532,2024-11-25 19:49:47.752349
40548,3541237731,7674,66,2024-10-08 03:30:00.901325
86130,8558953749,2315,621,2025-03-05 18:53:17.987241
78982,2836801265,8340,2440,2025-01-07 00:09:00.692872
59842,1087595528,5321,3959,2025-01-29 12:19:58.683609
50251,8861845244,6927,2613,2024-12-20 22:03:31.882467
31435,1326662183,8161,7556,2024-12-13 11:13:15.250386
850,1751166706,4921,3873,2024-08-29 00:48:44.311944
85913,9217024325,6953,1222,2024-09-23 02:24:26.773823
79286,2167128130,4885,3600,2025-04-12 13:38:45.512942
68534,9555446066,5454,2183,2024-06-13 05:15:35.361434
47470,1333976035,242,0,2024-09-07 03:24:07.751584
40445,4454331691,1231,84,2024-11-03 19:12:16.384264
76811,1383285844,2148,840,2025-01-31 18:51:25.412624
49855,1990109755,5386,4885,2025-02-19 02:09:33.773412
19541,6244076779,3525,2004,2024-09-19 01:57:56.188058
16883,5936954565,9508,3662,2024-08-20 21:52:53.753726
58599,2786854194,2176,1742,2025-04-18 07:02:11.864726
81941,5458424245,1204,196,2025-01-12 19:45:32.843774
8710,1482511430,7324,2102,2024-08-12 14:41:40.724759
77086,1051645701,8381,1012,2025-03-29 15:52:19.517274
63903,4829541626,8558,2563,2024-10-07 11:56:35.312579
65940,8592235025,3002,1384,2024-07-26 23:00:20.605280
91500,7027881813,8712,1236,2024-10-20 23:12:25.041093
61099,5070342520,3164,2879,2024-06-25 03:18:12.659065
42013,1475512571,6662,1895,2024-08-14 18:37:35.906110
57049,6096353134,9762,3261,2025-04-20 09:01:08.702672
47502,7846750245,6199,1305,2025-03-30 16:24:13.358030
81876,3242288180,2733,904,2025-01-26 06:23:53.871330
40528,2892072562,178,134,2024-08-15 01:46:57.466352
35549,9056211185,387,31,2024-06-20 18:23:00.362268
81112,8612549278,4032,1214,2024-10-07 07:17:40.682331
481,8693515373,8439,6916,2025-02-24 13:40:28.687550
33650,3988995023,564,138,2024-06-25 18:22:38.851748
59879,6654351125,7958,7898,2024-10-11 15:12:40.183959
8158,5253046920,2682,36,2024-08-08 14:57:31.918055
29527,8864605551,168,141,2024-09-05 19:01:59.240337
60652,5705164209,5377,2633,2025-03-15 05:47:50.184847
11724,6528425453,3090,331,2024-11-20 21:04:00.097835
2015,3471136882,1777,1302,2024-11-15 22:27:25.846025
35081,6773374638,6499,5383,2025-03-01 09:22:09.525970
74607,9915917762,8121,511,2024-12-01 13:54:58.010382
7085,3212283236,3826,3161,2024-07-06 19:54:31.070268
20898,7408712982,5585,3895,2024-11-09 17:56:54.798708
67533,2767988753,6145,2904,2025-03-15 04:08:17.238982
65450,6658976930,5330,2164,2024-05-28 03:54:18.561695
93908,8307158150,2829,1095,2025-01-16 05:47:03.774154
69391,7946617757,4761,3734,2024-10-14 11:11:44.245316
68847,6694899912,868,360,2024-07-14 22:27:42.248503
65047,3756444993,2765,1273,2025-03-05 16:28:24.242614
27512,1090499949,7328,5837,2024-07-14 07:58:18.225839
44913,5080932803,1737,1712,2025-03-20 08:16:39.944174
82327,7869032596,6637,5876,2024-11-14 04:05:58.790685
92590,8627630770,3226,2553,2025-04-14 14:45:47.243073
74032,4202080759,4123,3014,2024-06-15 00:14:45.320732
92883,4445530182,3682,1904,2025-02-09 18:27:03.332319
23393,3013044699,6418,6300,2024-10-06 06:51:09.679689
43174,5970560571,5791,1072,2024-08-20 19:26:37.259673
58008,4374020848,2264,37,2024-08-29 04:59:56.547466
65776,7637354662,3950,3216,2024-07-19 15:25:46.201117
26319,8352104319,4557,3879,2024-12-12 19:47:40.560245
42132,1879774036,2891,2802,2025-01-31 22:02:34.036577
42292,4072675737,2153,2118,2025-03-02 07:17:12.398698
97973,7494315544,3395,1011,2025-02-24 19:46:55.911195
57962,4483787061,1212,321,2024-10-21 15:04:12.314520
59815,7426455249,7050,5715,2024-10-18 12:25:14.241995
34198,7273175487,5848,2392,2024-09-16 20:35:16.119522
15253,3102695100,6900,220,2025-01-26 00:09:36.219355
88552,9528475713,8840,2454,2024-10-19 01:06:16.535213
45523,4779789554,9921,7928,2024-07-14 01:23:02.912044
48952,7870925455,9003,8423,2025-01-22 15:16:29.968592
16889,3041361315,346,258,2024-08-18 03:39:29.678730
96734,9370082192,9891,2104,2024-11-06 23:07:37.335340
98549,3239250809,1912,402,2024-05-26 05:51:44.550727
96785,4346590115,9669,4531,2025-04-06 00:16:10.638820
10215,8051205044,1106,1057,2025-03-29 18:48:45.761629
69447,3708228862,5760,2090,2024-07-06 22:26:51.413865
6471,3349594362,4058,2041,2024-06-17 08:20:50.598606
88474,9579101680,8407,5309,2024-12-16 18:25:03.387917
7962,2608140811,685,225,2024-09-29 03:48:25.381487
3887,4377434347,4238,3271,2024-04-30 04:00:07.972654
3219,5894895003,5223,4477,2024-11-15 11:01:09.518247
82546,2793473635,7655,5584,2025-01-22 14:09:11.423987
86303,8212954473,3013,2763,2024-11-18 03:02:39.611186
9536,5619639515,8155,2954,2025-04-08 03:13:37.585277
20950,6503637588,602,155,2024-07-19 13:32:38.441017
43640,7158488614,5724,3238,2024-11-22 12:49:31.685612
66532,1014773092,3449,890,2024-12-08 12:24:51.176255
74858,3410643284,7091,4872,2025-03-22 11:05:37.245707
42887,9792698896,7602,6801,2024-11-24 04:04:03.135257
45239,5201543675,3141,1261,2024-06-02 06:38:22.894119
53807,8664266363,8370,2448,2024-09-30 21:42:58.803945
77807,4738892624,1135,665,2024-05-28 02:07:04.693691
43364,7549376194,5731,1989,2024-09-18 16:45:59.058346
24456,5387695322,7844,3918,2024-06-16 15:46:18.588214
63317,3430072463,6137,5648,2025-04-04 05:24:02.389581
6417,4312754454,1063,758,2024-05-27 18:36:42.346478
93851,1433839862,7949,3598,2024-07-13 16:31:49.510168
10525,9015934796,6960,1424,2025-02-17 01:10:47.351060
13138,3170886403,2671,2032,2024-09-15 10:15:36.701911
26326,4173362499,3199,1414,2024-10-23 20:51:56.185215
27760,3263020882,5565,5523,2024-10-14 12:27:46.756087
28392,2506685294,3388,3155,2025-01-23 17:18:52.247188
28140,6079727101,6542,4980,2024-10-01 07:31:05.619020
61966,7364497491,925,768,2024-06-26 23:41:27.568023
26708,6911132692,4644,2233,2024-06-15 05:09:28.562223
78375,3204323162,7155,6141,2024-12-20 08:44:24.435219
88085,4293112470,1252,1024,2024-07-17 01:36:55.726060
59138,7926109060,1610,879,2024-07-17 08:02:40.301586
77585,6023330715,8624,6818,2024-06-23 07:07:03.922201
65489,9622750944,9911,249,2024-12-28 09:41:13.582069
83730,3645497628,5272,2674,2024-05-28 04:17:56.516761
73602,2742253924,6461,48,2024-10-31 15:09:43.080261
16288,3253917896,9629,7669,2024-07-03 12:15:06.464137
12964,4570815081,4183,324,2024-06-02 05:03:58.915325
45134,5805916980,3222,2734,2025-04-09 00:37:43.215379
63572,6343157476,7974,4010,2024-11-04 17:16:49.572768
46316,6004974746,4511,1785,2025-01-05 21:49:37.653276
56764,6418913739,7432,4550,2024-06-15 07:32:26.126426
19513,7551463723,1511,187,2024-11-01 16:05:27.365762
32915,9612801678,4939,940,2024-09-18 23:07:00.446287
69595,9605009801,7053,2597,2025-03-04 14:37:03.013118
89373,1426061421,1772,1094,2024-07-29 08:11:16.593659
32444,9917728582,5234,4822,2024-08-15 12:26:10.117969
18969,8836897234,2081,591,2024-11-13 10:30:12.586152
82985,7894107062,9422,1060,2024-08-19 12:43:46.856569
12847,7611376562,9402,7694,2024-10-12 19:29:16.636024
31314,2999777414,7732,399,2024-06-22 04:27:01.074133
98050,5171748133,8529,4997,2024-06-28 07:45:47.935772
59039,2679512832,7139,6238,2025-03-30 18:43:50.710758
83204,9738619556,6746,2787,2024-10-29 22:41:50.876060
61162,3704934155,3880,2170,2024-05-26 02:51:32.785705
10846,2513136341,795,610,2025-03-07 23:58:56.796454
8323,4008253101,4817,1926,2025-01-16 20:32:34.670184
99040,3427156357,927,802,2025-01-22 17:19:23.155588
67693,6137592895,1393,1163,2024-05-24 01:57:11.382144
33027,8317569222,98,80,2025-04-19 06:29:42.497451
61515,5465726571,513,162,2024-06-22 17:10:28.673000
34229,1362491178,5659,5608,2025-01-03 06:15:09.879539
13918,7582906862,8543,4292,2024-05-02 15:44:46.480138
57262,7803202800,5874,4289,2025-03-09 15:10:58.315105
77219,9886732744,1552,1358,2025-02-08 17:32:53.119254
96881,4847570885,519,176,2024-08-07 00:50:54.687323
6407,4441525740,1838,276,2025-01-10 00:56:24.043955
42632,3000626065,2672,505,2025-01-18 03:16:44.672578
66796,6564102645,9031,2710,2024-10-19 02:19:44.344408
83642,6235042606,3191,769,2024-10-28 01:18:36.146029
12955,1591376404,6126,991,2024-12-02 05:07:32.851655
28267,9750620648,6927,973,2025-02-12 17:36:22.411344
85296,1935793183,9532,7924,2024-10-06 00:21:01.325280
77741,3255704125,9852,6579,2024-07-30 13:01:59.699580
89340,8229162573,1821,1458,2024-10-12 09:05:17.384464
56397,3687378985,5845,2445,2024-08-12 06:56:55.058889
95531,3819859325,2860,2630,2025-03-15 16:57:11.961201
66470,8951724549,711,203,2024-11-05 11:15:55.037627
80152,8900999427,2870,2631,2024-12-01 06:41:31.883958
62199,1291761296,8795,5737,2024-06-25 21:26:29.637094
19964,8571465100,7556,6624,2024-05-07 15:26:11.773280
36055,8702545178,3160,165,2024-07-19 11:53:32.066390
79405,4537025983,8997,3500,2025-04-04 08:48:57.149472
41985,2471458756,7389,572,2024-12-29 16:47:19.640550
46747,5568724937,3936,1616,2024-07-11 06:11:33.192888
8447,2477285084,5857,3069,2024-08-05 14:54:43.835747
20202,4865188697,6035,499,2024-06-30 22:31:16.182264
92502,8316823776,5939,2520,2025-01-12 06:31:34.533628
10430,8803669115,8168,5306,2025-03-28 12:31:20.986402
59113,6330641871,4521,3863,2024-08-07 02:17:20.941549
40494,7601781265,6393,3904,2024-05-18 16:32:37.724812
90028,9629965565,7379,5760,2024-05-20 00:16:57.017773
52066,1816033802,1582,1391,2024-08-22 16:18:02.440269
92506,2765893146,8338,5558,2024-12-15 02:06:23.491899
64795,9807328216,2591,913,2025-02-12 12:05:10.144686
56603,6130213643,6094,2466,2025-04-26 15:45:51.277730
95710,6192752462,1116,472,2024-07-08 16:00:45.328905
82761,3929367178,6325,4453,2024-08-29 16:32:51.434004
34912,8159318751,245,20,2025-03-08 02:32:55.224999
67828,8627342522,844,168,2024-08-19 12:42:52.328804
2144,5399997263,7930,3128,2024-06-22 02:45:56.904305
88189,6304516971,1750,444,2024-11-24 06:53:32.232446
42433,1904119920,4124,1148,2025-02-02 00:21:18.608618
25953,6026632461,8732,3960,2024-12-15 02:19:10.478136
70644,7639261716,599,597,2025-01-20 14:39:05.464799
66578,6748022428,8993,5780,2024-09-16 02:26:43.115897
50335,6590596108,7175,1189,2024-05-01 13:49:29.431844
50545,1790372112,8454,2690,2024-04-30 18:05:59.295306
69554,2228548037,2205,685,2025-02-22 13:21:39.448067
24626,2091590491,8205,2881,2025-03-19 14:46:32.145366
5697,6775111503,9579,8891,2025-03-07 11:50:03.150330
87108,1638716957,8146,2645,2024-10-03 05:37:30.938626
51547,1228909986,2117,760,2025-02-15 03:58:28.491042
72760,5739261582,4096,3628,2024-12-30 22:41:37.594461
32870,3261770922,4881,415,2025-02-04 05:26:24.486637
40073,5080899990,6557,5989,2024-12-15 15:06:58.991145
56000,4472736177,6591,1579,2024-06-23 16:55:49.226020
20382,7485642015,4855,2940,2025-03-17 18:43:28.291358
62094,4436496231,1478,1204,2024-12-17 13:18:45.685184
66201,1912267067,2588,2284,2024-11-19 16:37:19.744748
82516,3331880157,5458,4350,2024-06-30 20:51:22.252856
91546,9106173424,6557,1047,2024-07-30 20:39:03.603972
89395,2201511232,3120,1681,2024-05-18 23:31:56.570507
72684,6465180110,7982,5513,2024-12-21 15:39:22.730994
39008,9454811949,2203,1414,2024-11-27 05:51:07.929332
69824,1522976478,1445,1411,2024-10-03 05:36:26.483509
30957,7840931399,3436,2024,2024-08-08 07:36:08.383863
42714,7307885641,2953,1766,2025-02-22 10:46:47.866648
51421,4277638363,512,493,2024-11-06 11:27:14.295359
14089,7065568643,4940,4076,2025-02-18 17:02:13.849974
84050,6082651035,4449,2701,2024-11-22 10:03:34.805655
3354,3287341021,2238,1167,2025-02-04 14:55:34.345446
3913,1788570487,4318,891,2025-04-26 13:41:01.860746
64099,1435297222,7782,4637,2025-01-09 13:35:06.816190
98032,2147444889,1934,205,2025-03-05 21:10:58.638276
97519,7056903933,2660,1464,2024-11-21 07:02:38.621510
40256,6169125469,855,779,2024-07-27 12:25:56.403107
71420,9309282144,650,231,2024-11-15 07:34:17.907360
99441,5984451464,6948,520,2024-08-28 01:57:34.653942
76007,4720836411,7287,2390,2025-02-18 10:21:16.353519
45435,9356274666,1808,1613,2024-06-28 16:23:28.749027
19439,6752817135,2947,2692,2025-03-29 19:18:27.261070
15189,5040875415,1261,199,2024-11-11 07:47:15.889211
5016,7412484325,8635,1959,2024-06-19 15:04:18.883349
82061,8112641150,6557,2032,2024-05-28 13:11:04.537799
20977,3380605969,6376,3380,2024-08-26 22:30:25.410696
4222,1429107600,384,78,2024-06-02 21:07:58.161866
24518,5237553294,4877,3884,2024-09-13 02:06:34.066225
33466,9138004643,7200,6971,2024-05-31 22:02:29.522334
65970,1722554169,847,643,2024-05-15 14:28:49.515692
79746,9998277428,1041,80,2024-05-13 12:56:31.931861
63026,1451989042,9413,8369,2024-07-12 05:49:53.089729
82170,8724470168,6164,3748,2025-01-05 03:38:00.809116
27586,1215529221,9712,5689,2025-04-07 12:35:13.280186
5184,3663087662,180,21,2025-01-19 15:04:38.187145
24039,5821029736,2293,2100,2024-11-26 18:39:29.846163
41819,9996978567,6928,6215,2025-03-10 08:08:47.942762
55846,3573735804,2139,1392,2024-09-14 08:15:30.159599
87643,2339869650,3181,1704,2024-11-29 19:28:37.379087
21053,4146174427,6225,2125,2024-10-23 08:31:03.917149
27498,4900843209,6704,803,2025-01-07 21:43:54.573205
35907,2320880052,1675,1182,2024-10-22 13:05:39.836015
81353,9604261759,1568,766,2024-08-11 09:10:05.849975
79129,3770221626,8642,5759,2025-03-11 15:38:41.989819
23874,1157266576,5343,4257,2024-11-09 23:12:22.563907
25119,9900323742,2030,1493,2025-03-05 03:50:04.208601
81208,1653522068,7607,4815,2024-05-03 12:47:39.727394
3055,1074879726,6961,3046,2024-06-19 19:19:14.844528
90272,6786565394,7026,3235,2024-12-16 20:07:50.339160
62859,6943688383,8315,441,2025-01-14 15:21:18.041918
21407,6629575768,9523,3786,2024-09-28 07:26:50.322813
3857,7244923524,250,171,2024-08-30 08:21:27.130039
21753,8100425481,9317,4254,2024-12-25 10:15:15.420192
40076,9255053214,3232,768,2024-12-02 22:16:16.118042
32584,8567476264,3890,3867,2024-12-14 03:20:43.478747
48104,4984692146,7869,5132,2025-01-28 22:46:58.881701
57859,2482151207,8255,6873,2024-12-20 12:04:28.750816
95131,2857615248,4485,3198,2024-05-08 21:56:31.584197
13266,6047830493,8757,8328,2024-05-27 10:10:04.387485
67003,5316442248,6659,6652,2025-01-25 19:13:44.654602
29558,8962734475,6644,3240,2024-08-04 05:24:44.441397
52485,2871282728,6389,1547,2024-06-27 08:21:59.045166
47674,9798550736,9208,2949,2024-11-20 00:47:40.100935
24123,4479354502,2788,788,2024-08-23 05:45:06.174228
82499,9563881017,1196,60,2025-03-20 12:23:56.889620
21019,8531994644,927,727,2025-03-29 18:27:19.533609
25895,7015874075,8593,3575,2024-09-01 10:08:31.326386
49529,9848026700,8466,623,2025-02-06 19:51:32.943418
96909,8494089204,6511,660,2024-11-20 02:33:20.288385
71880,7862039424,5010,164,2024-10-21 02:21:00.855199
30775,8893161339,5715,1910,2025-03-14 00:56:36.887057
90897,4780982474,2476,1855,2024-05-15 13:47:50.328088
50370,6810611267,8120,5337,2024-08-09 02:21:24.710578
29198,6321442205,5019,2966,2024-08-31 07:28:54.270899
21080,7511071481,4718,3356,2024-05-31 09:38:46.260447
47452,4570089193,6936,486,2024-12-01 23:22:15.543406
24579,1457231627,3399,2167,2024-06-12 05:58:49.794640
28377,6416010387,4377,1782,2024-06-21 12:40:06.859020
98707,3185539654,4358,1907,2024-09-09 15:31:49.601845
12402,9019905778,6450,5999,2025-03-06 14:31:24.713450
47822,3307547644,6387,1116,2024-07-19 01:15:15.285528
61481,4202855685,743,455,2024-11-12 23:47:19.739802
86674,6577878176,8623,5507,2025-01-04 21:45:01.751903
