SupportTicketID,Client_num,IssueType,Status,SupportTicket_date,Assigned_to
768254,13591650,Technical,Open,2023-05-13 09:48:28.651455,Michael Tucker
916648,99866787,Billing,In Progress,2023-12-04 09:33:57.087308,Dawn Murray
35000,74445473,Billing,In Progress,2023-07-06 00:14:00.759442,Megan Yoder
778577,35983923,Technical,Open,2023-05-26 10:23:38.569517,Daniel Hamilton
960521,86526281,Billing,In Progress,2023-07-27 14:57:14.246554,Adam Jones
418882,54462930,Billing,Open,2023-08-07 14:40:18.563767,Latasha Patterson
767447,51532256,General,Closed,2024-01-04 19:00:11.594348,Jennifer Fuller
426969,41234785,General,In Progress,2023-06-18 14:15:26.825550,Heather Hopkins
368788,75681125,Billing,In Progress,2023-10-03 07:11:40.820745,Lisa Herrera
934305,45369635,Billing,Open,2023-07-04 16:52:25.317234,Justin Ballard
971163,16472100,Billing,In Progress,2024-01-13 09:35:12.240878,Russell Rivera
266105,72907356,Billing,Open,2023-12-30 23:30:35.990967,Tina Brooks
465398,57785384,Billing,Closed,2024-04-02 14:10:06.888613,Timothy Flowers
424155,41899129,Billing,In Progress,2023-08-30 22:39:15.623826,Nicholas Frazier
312333,37009975,Technical,Open,2024-03-10 20:25:11.965433,Phyllis Dawson
912971,81606784,Billing,In Progress,2023-08-07 16:39:59.642772,Terri Cox
820626,69694980,Billing,In Progress,2023-12-13 07:53:48.946336,John Hartman
306087,63809743,Billing,Closed,2023-10-13 23:03:44.171008,Mark Bennett
141520,37022712,Technical,Open,2023-07-27 08:37:52.200072,Victoria Jones
958858,86768001,General,In Progress,2023-06-26 12:16:09.455204,Kimberly Castro
503189,83482457,Billing,Closed,2023-07-16 19:05:42.900981,Kenneth Lozano
214494,65448692,Billing,Open,2024-04-17 10:21:08.461171,Susan Gonzales
216994,83623097,General,Closed,2024-03-04 20:48:44.386822,Jacob Bowen
484336,78189740,General,Open,2023-05-19 05:34:18.428614,Deborah Wright
313466,63022801,Technical,In Progress,2023-11-24 12:47:26.670046,Jeremy Taylor
29004,71597735,Technical,Open,2024-03-31 17:36:43.578797,Lindsey Haynes
552619,21005849,Billing,In Progress,2023-11-27 20:39:39.380859,Thomas Harris
252330,53404834,Technical,Closed,2024-04-23 17:49:51.337302,Elizabeth Matthews
477181,83954941,Billing,Open,2023-09-21 06:13:55.321830,Karen Greer
188468,19570597,Billing,Open,2024-02-25 22:47:54.161158,Courtney Hernandez
454896,47060711,Technical,Open,2024-02-11 18:40:01.352156,Kelly Johnson
605654,94718747,Billing,Open,2024-04-12 23:44:36.390558,Michael Huber
684809,19928572,Technical,Open,2024-03-25 20:56:43.756084,Maria Pham
188925,66544794,Technical,Open,2023-12-16 07:09:07.075188,Rhonda Wilson
658286,21158939,Technical,In Progress,2023-08-27 20:32:44.045662,Mrs. Stephanie Walker
682553,38243608,Technical,In Progress,2023-10-12 16:45:29.184904,Joanna Barrera
733548,69795264,General,In Progress,2024-01-16 05:49:57.448957,Amber Rivera
266109,69407780,General,In Progress,2023-12-24 22:39:05.860599,Jeanne Jackson
645150,31472992,Billing,Closed,2024-02-03 14:06:38.517326,Pamela Shaw
79395,56055833,Technical,Closed,2023-12-23 17:42:58.621784,Tyler Kelly
613587,50822471,Technical,Closed,2023-12-21 10:22:42.133071,Daniel Johnson
913217,83070094,General,In Progress,2024-03-24 20:05:53.648683,Justin Malone
705964,41032735,Billing,Open,2023-11-07 08:10:05.884743,Diane Carpenter
676620,52712174,General,In Progress,2023-08-05 14:25:34.732976,Juan James
226468,77011601,Technical,Closed,2023-10-13 21:44:44.953314,Lori Carson
673217,34791351,Billing,Open,2024-01-19 17:11:59.155639,Bryan Hernandez
743028,64221981,General,Closed,2023-09-19 00:19:55.599414,Denise Hernandez DVM
126848,23562499,Billing,Closed,2023-06-01 12:03:27.724145,Rebecca Riggs
882066,51452654,General,Open,2023-06-21 05:05:04.806201,Debra Smith
727364,56585006,Billing,In Progress,2023-05-24 03:47:45.926009,Barbara Chase
250447,13366143,Billing,Open,2023-09-29 01:14:04.228896,Desiree Wilson
680133,76158146,Billing,Closed,2024-02-08 00:44:28.392439,Jason Spears
625870,27158467,Technical,Open,2023-08-09 03:37:19.745003,Brian Montgomery
499306,61490612,General,Closed,2023-05-21 19:57:03.391096,Marcus Perry
466536,26995282,Billing,In Progress,2023-10-19 18:37:28.516934,Misty Brooks
312271,86814717,Technical,Closed,2024-03-29 21:13:18.566673,Sue Carey
787529,30078963,Technical,Closed,2023-08-02 09:14:54.253099,Kristen Smith
269230,36491312,Technical,Closed,2023-10-10 22:12:52.064185,Amy Moore
696971,28833076,General,Open,2023-11-05 06:56:26.478354,Justin Peters
534027,89662796,Technical,Closed,2024-04-16 13:56:38.993960,Dr. Christina Brennan
930613,58019814,General,In Progress,2023-07-07 03:39:07.065948,Amy Curry
376630,12170410,General,Closed,2023-11-18 04:18:22.227676,Shane Lopez
335854,76978565,Technical,In Progress,2023-10-17 18:26:45.645045,Denise Smith
408289,67915640,Billing,Closed,2023-11-27 22:18:30.490070,David Montoya
766250,52513804,Technical,In Progress,2024-04-26 18:30:28.440674,Jennifer Gonzalez
108607,45105519,General,Open,2024-02-02 07:27:20.660551,Amber Gallagher
993701,63680236,Billing,Open,2023-11-07 16:43:51.119840,Lauren Williams
491831,75957054,Billing,In Progress,2024-02-25 22:53:26.946796,William Cox
415853,66231862,Billing,In Progress,2023-12-01 18:30:24.123232,Benjamin Kidd
19619,12898757,Billing,Open,2023-06-07 22:23:39.794559,Carla Hunt
467815,46141575,Technical,Open,2023-12-01 13:54:21.484746,Alexis Cantrell
855548,81498994,Billing,In Progress,2023-07-12 06:01:22.788254,Steven Diaz
830364,79300958,General,Closed,2023-06-15 15:08:29.858950,Michael Marshall
589315,75260780,Technical,Open,2024-04-22 20:42:38.616119,Felicia Williams
187383,74785923,General,Closed,2024-03-09 06:02:08.876072,Sergio Morgan
463391,35629841,Technical,Closed,2023-08-11 06:01:39.535012,Walter Stevens
432420,15005084,Billing,Closed,2023-05-16 13:09:41.329100,James Aguilar
83938,73599136,General,In Progress,2023-09-10 02:54:50.779365,Elaine Gibson
359352,30429693,General,Closed,2024-01-08 18:09:28.594995,Janet Gonzalez
882990,93817461,General,Open,2024-01-09 09:31:29.958190,Crystal Montes
794579,85231622,Technical,Closed,2023-07-09 02:13:20.433705,Harry Cross
373004,94750669,Billing,In Progress,2024-03-23 01:56:02.172801,Larry Savage
735989,32163601,Billing,Open,2023-05-06 09:59:33.060592,Christine Olsen
428465,67838343,Technical,Open,2024-02-13 01:16:37.253352,Sierra Gates
684554,27998230,General,In Progress,2024-02-18 00:10:56.942647,Frank Garcia
584975,22491469,Billing,Open,2023-12-08 04:50:38.112244,Maria Cooper
457321,60048215,Technical,Closed,2023-11-04 15:04:36.053595,Thomas Glover
817923,85611399,Billing,Closed,2024-03-03 18:01:03.955381,Jamie Vazquez
230028,74319103,Billing,Open,2023-11-23 04:26:15.963533,Jordan Gonzalez
276517,42712572,Billing,Open,2023-10-09 08:42:17.891449,Richard Rios
927111,22076747,Technical,Closed,2024-03-18 18:07:39.581110,Zachary Solomon
45366,24331061,General,Closed,2023-12-10 21:57:15.621097,Melissa Stanley
474008,30439002,Billing,In Progress,2023-06-03 15:34:41.663265,Victoria Anderson
636632,62901099,General,Open,2023-08-03 21:22:39.893701,Jennifer Bell
977066,82936383,General,Open,2023-12-07 11:09:36.476732,Michelle Huber
773444,98909587,Technical,In Progress,2023-05-02 01:56:18.771799,Christina English
617803,87765169,Billing,Open,2024-02-15 05:23:00.544510,Sarah Taylor
753878,97792368,Technical,Closed,2023-05-14 08:57:47.307164,Katie Arroyo
189584,54179758,Billing,Closed,2024-03-16 02:21:40.425204,Laurie Vazquez
50977,44245676,Technical,In Progress,2024-03-25 09:58:19.531372,Mark Huang
793665,76066075,Technical,In Progress,2023-12-17 21:28:41.732976,Cynthia Johnson
691199,40003368,General,In Progress,2023-05-25 13:54:32.505322,Micheal Brown
984778,75756642,Billing,Open,2024-04-27 05:06:41.026942,Leslie Waters
254802,59561564,General,Closed,2023-07-24 04:55:48.279970,Christopher Hernandez
694245,58765010,Technical,In Progress,2023-06-04 09:13:24.085855,Laura Meyers
387547,96568002,Technical,In Progress,2024-01-15 01:16:03.984224,Alexis Payne MD
503311,23439218,General,Closed,2024-01-31 13:29:18.305806,Noah Long
803202,63526065,Billing,Open,2024-03-30 18:49:28.991599,Mark Hall
772870,32977751,Billing,Closed,2023-09-21 21:04:47.018118,Louis Schmidt
783221,43875813,General,Closed,2023-12-28 16:57:01.903606,Matthew Hernandez
137655,40461983,General,In Progress,2023-05-21 04:52:22.332342,Scott Barrett
148744,64042639,Technical,Closed,2024-03-18 00:11:46.601473,Henry Robles
966712,54348177,Technical,Closed,2023-07-03 21:37:14.179368,Amber Bean
969276,98912269,General,Closed,2024-01-23 07:59:57.386256,Cheryl King
585538,97606135,Technical,In Progress,2023-11-08 06:36:35.005712,Joel Mclaughlin
470654,42636297,Billing,Open,2023-09-29 22:07:42.627414,Kimberly Rogers
558068,55933333,Technical,Open,2024-02-13 05:21:37.765630,Justin Jones
719807,80715785,Billing,Open,2023-09-24 20:48:44.044807,John Brown
661135,74422818,General,Closed,2023-06-20 01:51:36.284845,Miranda Mccoy
104529,91511223,General,Open,2023-10-17 15:58:58.248422,Maria Rodriguez
736559,45880610,Technical,Open,2023-12-04 20:40:27.534071,Jordan Kim
692203,89662796,Technical,Closed,2023-12-26 19:18:59.038389,Dwayne Moreno
721515,46085156,General,Closed,2023-06-29 18:44:41.160483,Donald Carter
462753,59455102,General,Closed,2023-09-22 07:49:40.394459,Amy Thomas
215527,91629802,Technical,Open,2023-08-07 23:51:29.018911,Shari Allen
720092,29872254,General,Open,2023-09-21 09:08:42.244604,Rebecca Thompson
607142,74628388,General,Closed,2024-01-20 01:06:43.821517,Mark Pratt
570771,66296094,Technical,Closed,2023-09-07 14:12:20.255538,Alejandro Ritter
23447,85613840,General,In Progress,2023-12-09 11:36:03.189046,Jeffrey White
951808,82398473,Billing,Closed,2023-05-08 04:40:23.815965,Gina Small
657674,81411912,General,Closed,2023-12-24 22:25:21.693235,Sheila Hall
586644,75825060,General,Closed,2023-08-22 02:53:46.486079,Toni Garrison
829337,65068487,Billing,Open,2024-02-16 18:47:35.898462,Alejandro Klein
720739,28651388,Billing,Closed,2024-03-26 17:39:45.444339,Luis Bailey
884449,82321225,Technical,Closed,2023-08-17 05:09:07.055109,Michael Baxter
862434,63117582,General,Closed,2023-08-23 14:01:11.001055,Douglas Reed
44236,21460915,Technical,Closed,2023-12-31 00:40:59.553710,Brenda Rogers
546181,75661101,Technical,Closed,2023-10-28 13:40:20.470942,Adam Roberts
312169,82492365,Technical,Closed,2023-12-28 20:39:24.538234,Sydney Acevedo
320836,67148858,Billing,In Progress,2023-08-17 17:30:40.302066,Jose Kirby
286917,36187127,General,Closed,2023-12-29 10:26:38.782679,Jeremy Moreno
582121,54141249,Technical,In Progress,2024-04-15 06:18:37.701513,Jason Robertson
285922,26874518,Billing,In Progress,2024-04-04 23:24:45.433114,Francisco Pena
702234,93779873,Billing,Open,2024-03-22 00:47:50.074739,Peter Boyle
795926,91860967,Billing,Closed,2023-05-26 22:14:32.308267,Teresa Valdez
870864,21226926,General,Closed,2023-09-02 17:15:52.743402,Alison Hogan
783131,90180679,General,In Progress,2023-10-24 17:15:48.326396,Cesar Nguyen
260624,32012897,Billing,Open,2023-09-19 07:39:21.915266,John Hunt
837828,40500413,Billing,Closed,2023-08-29 08:44:32.490639,Thomas Webster
520643,39818867,General,In Progress,2023-11-27 18:54:50.721982,Matthew Fitzgerald
381010,29997607,Technical,Closed,2023-07-07 13:53:55.598691,Stephanie Sloan
943686,32537788,Billing,In Progress,2023-10-10 17:05:18.658276,Cody Tran
280602,39891792,General,Closed,2023-09-14 05:59:00.203696,Natalie Melton
603106,30673384,Technical,Open,2023-10-04 04:43:11.210588,Alexander Myers
568441,88966492,General,Closed,2024-01-15 02:12:14.150915,Heather Hancock
590917,33448430,Technical,Open,2023-09-05 09:21:15.558355,Jennifer Jackson
970238,40341134,General,Open,2023-11-11 08:08:06.329319,Patricia Whitaker
315519,97706686,Billing,Closed,2023-10-06 07:46:32.585902,Blake Moreno
702989,47192178,Technical,Closed,2024-01-18 02:42:59.605129,Steven Rodriguez
919439,12399940,General,In Progress,2023-06-24 08:47:47.209196,Marilyn Mcknight
493554,93294949,Technical,Open,2023-06-21 11:12:04.538044,Erica Smith
23766,14895925,Technical,In Progress,2023-06-19 23:02:23.790343,Megan Bennett
386097,37155300,Billing,Open,2023-12-18 00:38:22.426202,Audrey Cruz
643305,19827769,General,In Progress,2024-04-03 17:51:39.974677,Anna Morrison
811892,50598931,Technical,In Progress,2024-02-01 17:56:29.940653,Sonia Green
416669,13171297,General,Open,2024-01-28 11:01:44.313135,Seth Randolph
117398,89031321,Billing,Closed,2024-01-09 20:22:05.929015,Rebecca Carlson
284135,93813863,General,In Progress,2023-05-07 06:58:12.308639,Wesley Gonzalez
53239,98849897,Technical,In Progress,2023-10-22 13:57:20.466889,Mark Reed
315614,32418504,Technical,Closed,2023-09-24 00:36:24.150162,Katie Hamilton
670592,64382765,Technical,Open,2024-01-11 13:01:37.749060,Roy Flores
576930,71115475,Technical,Open,2024-04-12 20:09:10.588322,Claudia Wells
783151,58193906,Technical,Closed,2023-06-24 01:55:49.556587,Robin Bradshaw
542491,56409354,General,Closed,2024-01-17 19:36:12.668884,Lynn Parsons
859966,89991316,General,In Progress,2024-01-27 10:06:41.160698,Melissa Murray
581620,18966155,Billing,Open,2024-02-09 02:11:40.861079,Ashley Jefferson
232948,49584395,General,In Progress,2024-03-24 03:11:03.465002,Dana Barrett
420483,72112861,General,Closed,2023-08-02 07:49:30.350577,Kevin Cisneros
863878,36518231,Billing,Open,2024-02-20 09:15:53.454141,Amber Clark
546643,70066185,Technical,Open,2024-04-18 00:52:05.268287,Jeremy Maldonado
546663,98533992,Technical,Closed,2023-11-09 13:22:45.070350,William Cruz
137123,62317480,General,Closed,2023-10-16 10:43:39.065341,Debbie Velazquez
713251,25595092,General,In Progress,2023-10-28 16:07:50.261029,Eric Rowe Jr.
602414,57224701,General,Open,2023-07-24 16:27:52.833144,William Payne
590511,67500728,General,Closed,2024-04-05 22:14:09.290060,Michelle Johnson
550421,85528403,General,Open,2023-10-21 06:12:35.952648,Kevin Taylor
821005,41392926,Technical,Closed,2024-03-27 22:29:51.796012,William Johnson
858876,18250021,General,Closed,2023-09-01 04:30:48.309115,Virginia Gardner
433122,60995565,Technical,Open,2023-05-13 09:30:39.308724,David Jacobs
877376,63096008,Technical,In Progress,2024-02-16 03:13:13.068369,Jamie Dyer
721849,53404834,General,Open,2023-09-14 01:08:45.873366,Chase Jenkins
982093,60730250,General,In Progress,2023-11-09 20:42:13.335467,Ashley Montgomery
848852,64566604,Billing,In Progress,2023-09-26 01:39:13.810380,Carlos Pierce
985722,94694007,General,Closed,2024-01-07 06:21:14.358869,Sue Rodriguez
448669,73122768,Technical,In Progress,2024-01-30 19:44:21.707041,Nancy Dean
115423,20136701,Billing,Closed,2023-08-06 14:47:17.764181,Mary Thompson
252252,60475823,General,In Progress,2023-10-09 20:38:41.027299,Gavin Christian
653828,92014634,Technical,In Progress,2023-07-10 23:14:05.398016,Alexandra Mcpherson
765388,69660133,General,In Progress,2023-05-26 18:56:45.749577,Jose Miranda
343920,61772846,General,In Progress,2023-09-27 03:43:37.530029,Elizabeth Hanson
989821,48928539,Technical,Closed,2024-01-02 12:26:42.288073,Phillip Griffin
722061,35396747,Technical,In Progress,2023-10-02 06:58:42.369092,George Brady
345213,62870400,Technical,Open,2024-04-26 10:09:32.585439,Jody Mitchell
560120,30045360,Billing,Open,2023-07-22 08:51:30.496295,Madison Gibson
183994,70686943,General,Open,2023-10-16 21:01:24.332135,Alexa Kane
72646,15277570,Technical,Closed,2024-04-10 18:46:13.311210,Angela Schwartz
38657,41585859,Technical,Closed,2023-10-13 00:04:20.243150,James Dickson
102572,49336912,General,Open,2023-08-12 21:16:46.373402,Jeffrey Hardy
555508,13883250,General,Closed,2023-11-23 03:25:43.534565,Jeffrey Coleman
243294,59535956,General,Closed,2023-06-26 22:29:16.276569,Dr. Shawn Huang
161086,96073563,Technical,Open,2024-03-25 11:07:05.161671,Erin Mcdaniel
140992,76862016,Technical,Closed,2023-07-08 13:40:00.778945,Dr. Christopher Jones
52537,54163375,General,In Progress,2024-02-29 23:22:20.287920,Keith Marquez
100807,95295702,Billing,Closed,2024-04-12 16:38:03.072257,James Torres
552248,29872254,General,Closed,2023-07-07 00:02:39.003058,Ashley Long
575839,34177614,Billing,Closed,2023-09-12 15:54:53.332329,Kyle York
405113,45360752,General,Closed,2024-01-13 06:44:46.671309,Elizabeth Montgomery
25321,52712477,Billing,Closed,2023-06-23 18:36:08.757311,Christine Stephenson
186460,98934106,Technical,Closed,2024-04-01 18:43:59.243752,Amy Johnson
481144,68775916,General,In Progress,2023-09-29 13:07:09.188024,Allison Lyons
979101,13554199,Technical,In Progress,2023-07-10 22:02:16.786114,Melissa Carroll
855189,11167395,Billing,Closed,2023-08-01 22:42:35.747925,Michael Romero
59873,92565650,Technical,Closed,2024-01-19 00:26:14.856791,Austin Powell
497026,33682292,General,Closed,2024-01-16 14:18:23.176437,Ronald Lee
953118,36597810,Billing,Open,2023-08-02 23:44:27.939388,Kristin Dudley
132058,26451906,Billing,Closed,2023-05-08 11:12:41.814353,Cathy Sanchez
592668,90133963,Technical,Open,2024-01-03 06:30:51.456880,Michael Murphy
170035,81628691,Billing,Open,2023-05-04 04:28:03.756674,Wendy Russell
482748,69358903,Technical,Closed,2024-02-07 15:27:02.102313,Monique Cummings
490838,88460190,Billing,Closed,2024-01-14 00:01:13.598113,Amanda Harrison
16550,25478549,General,In Progress,2024-02-05 12:24:39.523250,Steven Wilson
438521,58107462,Technical,Closed,2023-08-08 11:05:52.587855,Tiffany Gentry
303405,27296737,General,Open,2023-10-31 11:15:19.989860,Mark Jones
798368,30671568,General,Open,2023-12-06 16:09:07.664371,Brittany Sanchez
250301,78160125,Billing,In Progress,2023-05-20 16:22:40.178702,Mitchell Jarvis
995699,93772263,Technical,In Progress,2023-12-21 14:22:15.992469,Patrick Dunn
104745,45439246,Billing,In Progress,2023-06-23 03:28:52.071858,Nichole Villegas
878183,55895140,General,Open,2023-07-17 00:45:31.516642,Bryan Patterson
60836,48466097,General,Open,2024-02-27 17:10:49.469098,Pamela Powers
808205,62319467,Technical,In Progress,2023-10-16 12:12:41.395379,David Moore
298436,24786950,Technical,Open,2023-07-18 03:33:11.862600,Barbara Todd DVM
850987,34007005,Billing,Closed,2023-11-24 09:37:47.800256,Annette Henson
206879,27296737,Technical,Open,2024-03-13 20:29:17.509919,Jonathan Wallace
533757,77685576,Billing,Closed,2023-06-21 02:45:02.535823,Valerie Shepard
155007,66179190,Technical,In Progress,2023-12-05 18:32:19.345884,Neil Kemp
226704,59598607,Technical,Open,2023-10-14 16:51:09.949249,Madeline Weiss
69255,73360052,General,In Progress,2023-10-31 17:40:55.913395,Megan Kirby
831939,19971745,Technical,Closed,2023-11-12 04:58:49.437798,John Moore
839673,88541353,General,In Progress,2023-09-16 01:24:15.506294,Steven Miller
349046,54807661,Billing,Closed,2023-09-02 18:07:22.569152,Ricky Bishop
678244,26303791,Technical,Closed,2023-07-21 18:13:39.660984,Elizabeth Roy
67118,44846329,Technical,Open,2023-09-12 10:43:02.049279,Charles Barker
867436,91183285,Technical,Open,2023-11-04 18:45:30.848607,Tina Norton
642805,34177614,Billing,Open,2023-09-21 00:00:36.424325,Amber Vargas
661671,49573000,Technical,In Progress,2023-12-01 19:40:15.743632,Jennifer Harrington
59985,58879801,Billing,Closed,2023-08-06 09:35:15.201455,Shelia Lee
236530,60847877,Billing,Open,2024-02-13 20:58:41.113659,Sheryl Rogers
679095,43407752,General,In Progress,2023-10-10 05:37:43.828061,Jason Mendoza DDS
466815,42563265,General,Closed,2024-01-10 10:50:13.907999,Chad Lambert
881021,70435539,Technical,Open,2024-03-18 04:43:08.715932,Matthew Russell
288915,86937997,General,Closed,2023-08-08 03:18:12.588369,Brandon Andrews
222159,52520788,Technical,Open,2023-11-14 14:41:37.981639,Travis Rios
831263,13835555,General,Closed,2023-11-21 00:45:50.524121,Derek Clark
701786,12008801,Technical,Closed,2023-11-25 12:30:38.788166,Juan Gardner
155280,46644677,Billing,In Progress,2023-09-16 04:44:20.216346,Kathy Whitney
477532,68929472,Technical,In Progress,2023-05-15 13:27:24.692143,Kimberly Wagner
404624,60038583,General,Closed,2023-09-13 19:31:07.726219,Adrienne Taylor
707692,90749445,Billing,In Progress,2024-01-25 21:29:53.244605,Kirk Robinson
471476,15166679,Technical,Open,2024-01-12 10:18:07.339945,David Lopez
565908,73253826,Technical,Closed,2023-07-23 19:22:19.621185,Tracy Martinez
278776,42269438,General,Closed,2023-10-28 12:40:20.491248,Warren Stephenson
268568,83661134,Technical,Open,2023-10-07 18:57:34.940901,Glen Hester
724229,77312418,Billing,Open,2023-06-28 22:29:46.889585,Angela Evans
467793,73147508,General,In Progress,2023-10-03 21:35:31.488095,Benjamin Gilbert
121799,35513677,General,In Progress,2023-11-27 05:32:24.729469,Colin Vasquez DDS
181468,13526467,General,Closed,2023-07-28 08:35:52.898709,Charles Sullivan
413356,79690014,Technical,Open,2023-06-25 16:15:46.474189,Mallory Aguilar
263034,54078057,General,In Progress,2023-12-26 20:07:51.477372,Teresa Lewis
455156,86294284,Billing,Open,2023-06-26 21:53:06.202317,David Richardson
583533,96440915,General,Open,2023-11-22 16:51:16.948763,Christopher Valenzuela
781298,83956389,Billing,Closed,2023-11-07 14:22:47.768590,Samuel Doyle
350233,85747723,Technical,In Progress,2023-08-02 22:58:42.537978,John Carroll
749700,31939367,Technical,Closed,2023-09-17 09:16:11.850421,Nicholas Ward
945925,43983549,General,In Progress,2024-01-20 18:34:15.919219,Evelyn Schroeder
387938,25359541,General,In Progress,2023-05-04 06:33:01.681531,Leslie Coleman
460545,95946980,Billing,Open,2024-01-27 08:22:31.221520,Andrea Espinoza
478443,16838659,Billing,Open,2023-06-24 12:53:18.364636,Carrie Hughes
698442,22135027,Billing,Open,2023-06-20 03:08:26.482744,Richard Diaz
229914,26535117,General,Open,2024-01-30 18:08:25.797480,Michael Johnson
616334,13134906,General,In Progress,2023-06-25 14:15:25.360350,Cynthia Ramos
381740,46931771,Billing,Open,2023-05-17 15:22:52.148184,Sharon Erickson
836763,82995796,Billing,Open,2024-03-20 23:42:38.083363,Michael Reynolds
425187,54462930,Billing,Open,2023-06-23 12:20:07.459230,Michael Grant
174941,48320609,Technical,In Progress,2023-05-29 09:01:35.410070,Mr. Joshua Nguyen
374097,61791013,Technical,In Progress,2023-12-25 23:28:12.892691,Dr. Jeffrey Coleman Jr.
732467,63616713,Billing,Open,2023-05-26 23:16:29.209623,Christopher Phillips
392980,40833376,Billing,Open,2023-10-21 06:38:09.283145,Michael Robbins
961786,89000898,Billing,In Progress,2023-07-25 23:37:43.501616,Sierra Davis
360446,22292749,General,Closed,2023-07-13 05:46:43.144139,Ashley Hernandez
475068,74813030,General,In Progress,2024-04-14 13:41:45.908954,Jessica May
783264,99977330,Technical,Open,2024-03-30 06:53:22.877948,Warren Doyle
533953,67049690,Technical,Closed,2023-05-08 03:45:36.160369,Jeffrey Scott
405318,90645113,Billing,Closed,2024-01-22 21:46:47.266770,Jonathan Perez
723836,52527533,Technical,In Progress,2023-06-29 12:57:51.429366,Christopher Scott
943579,54202722,Technical,In Progress,2023-08-27 04:40:41.088320,Cindy Smith
783452,22232992,Billing,Closed,2023-11-11 11:27:18.961860,Debra Soto
223021,20978030,General,Closed,2023-09-12 14:30:21.067220,Joshua Massey
384042,78167029,General,Open,2024-01-14 23:14:05.691629,William Green
673568,30574527,Technical,Open,2023-05-23 15:57:59.326974,Ann Soto
342694,38806540,Billing,Open,2023-12-29 02:40:37.057259,Erica Ford
204856,18740380,General,In Progress,2024-01-28 20:28:56.927926,Danny Brown
32525,30429693,General,In Progress,2023-05-19 11:13:13.001140,Kurt Morris
703946,96732260,Technical,Closed,2023-09-02 21:43:04.538433,Sally Prince
95112,85056093,Billing,Open,2023-07-15 11:46:25.581279,James Davis
362068,75157156,Billing,In Progress,2023-07-17 01:47:59.698136,Johnathan Holt
868259,36742962,General,Closed,2023-11-26 14:09:26.050246,Sonya Massey
90,78460382,Billing,Open,2023-05-19 08:06:36.120820,Joseph Archer
207175,30967126,Technical,In Progress,2023-11-26 22:26:36.133222,Joshua Obrien
997445,84327442,General,Closed,2024-03-17 13:19:39.942596,Annette Green
650314,47272892,Technical,Open,2023-05-14 12:28:20.866115,Peter Harris
255626,81217898,General,Open,2023-12-06 13:03:01.069944,Melissa Hines
740331,56292153,Technical,In Progress,2023-08-30 17:47:47.752608,Joel Phillips
986910,10353053,General,Open,2023-09-19 04:55:51.009010,Jessica Swanson
537094,74202274,Technical,Closed,2023-06-17 10:49:58.227088,Emma Santiago
452361,19640038,Billing,Closed,2023-05-20 08:37:37.331222,Jamie Woods
924545,30075003,Technical,Open,2023-08-20 06:50:52.295973,Debbie Newman
533228,84122241,Billing,In Progress,2023-05-13 08:40:35.804858,Katie Burke
133362,47259079,Technical,Closed,2023-05-07 23:04:12.323695,Danny Bishop
169157,12389689,Technical,In Progress,2023-12-07 01:01:19.602504,Robert Jones
43584,53327323,General,Open,2023-08-23 20:54:58.195983,Sheri Branch
786971,55876133,Billing,In Progress,2023-09-28 14:50:01.646684,Janet Conner
441683,51691924,General,Open,2023-11-11 06:16:22.287319,Courtney Schmidt
540756,90330193,Technical,Open,2023-12-06 13:28:47.785809,Leonard Harris
953772,80720827,General,Closed,2023-12-22 16:27:40.900983,Christina Rosales
166620,46444754,Technical,Open,2023-06-09 22:08:43.943564,Aaron Roach
411494,98576066,General,In Progress,2024-03-23 23:58:23.211879,Shelby Wu
413377,28537960,General,Open,2023-09-18 10:40:21.989558,William Marshall
158472,69386962,Technical,In Progress,2024-02-04 10:45:44.634255,Laurie Lee
420955,29502527,Technical,Closed,2023-08-03 04:00:14.470387,Christine Scott
8166,10421976,General,In Progress,2023-12-05 02:05:22.575082,April Alvarado
670142,30967126,Billing,Closed,2024-01-03 18:16:58.436494,Chelsea Romero
694932,55568236,Billing,Closed,2023-07-15 13:50:02.698154,Gail Strong
811062,52815762,Technical,Closed,2023-05-24 15:24:52.674090,Sheryl Lee
267124,56751257,Technical,In Progress,2023-09-13 20:30:18.839606,Rachel Wise
832788,28521727,Technical,In Progress,2024-03-01 12:14:29.177198,Adam Walsh
882535,42104483,General,Closed,2024-02-26 16:42:52.744918,Jasmine Smith
108876,70683314,General,In Progress,2023-09-29 02:25:50.458608,Mallory Rodriguez
114951,28651388,General,Open,2023-06-27 20:56:44.540132,David Kelley
91531,72839675,General,Closed,2024-01-31 09:24:11.631385,Timothy Wallace
622019,54179758,Technical,Open,2023-12-18 06:54:02.172365,Andrew Griffin
131656,86094748,Billing,Closed,2023-08-25 12:17:21.365349,Lisa Lopez
745416,68762796,General,Closed,2023-10-31 07:12:50.268297,Mr. Maurice Lowery MD
142837,36597810,Technical,In Progress,2023-11-26 22:28:40.900902,Gregory Benjamin
384309,54274873,General,In Progress,2023-09-04 09:44:46.892611,Joseph Jackson
709836,90457287,General,Open,2023-08-29 16:21:47.158912,Amy Taylor
145921,27797906,Technical,Open,2023-12-10 19:17:14.382646,Ricky Gamble
838374,80838324,Technical,Closed,2023-12-31 03:37:56.750523,Maria Garcia
903803,80589998,Technical,Closed,2024-04-06 21:19:58.475515,Alyssa Skinner
187685,60038583,Billing,Open,2023-10-09 07:12:47.139621,Katherine Jackson
