TransactionID,CardNumber,MerchantID,Transaction_amt,Transaction_time
43187266,1069663364,8544,1198.02,2023-10-08 02:18:16.847739
11703035,3322975973,8321,1686.03,2023-05-17 07:52:12.628043
88784258,8006792850,8599,2246.67,2023-05-29 16:40:51.923770
4479994,8969911524,1948,1210.03,2024-03-03 21:29:00.719810
4038208,3066923009,7833,2270.07,2024-01-23 06:22:39.236056
56964913,2323612322,7003,2229.26,2023-10-20 04:44:29.388981
93329751,6506992370,6717,1699.83,2024-03-17 11:55:31.746686
25661650,3765603080,2285,2557.16,2024-01-10 23:08:05.469958
21687159,2679512832,7570,473.29,2024-03-11 05:13:01.437159
75705974,4091446812,8899,2801.17,2024-03-21 15:42:54.839359
67804186,7019323650,2620,2408.96,2024-01-26 14:08:23.039292
12659843,2562877747,1016,2584.61,2023-10-07 22:40:33.412355
48947542,8938268400,1752,1518.54,2023-09-20 16:27:43.136397
9152526,1457231627,3074,2243.67,2023-07-26 21:30:50.886050
76417091,6377268914,5173,486.37,2024-01-08 11:30:17.283299
24231509,5306429933,9253,2635.48,2023-05-06 16:36:21.257008
11200040,7662824642,5106,1560.54,2024-01-11 02:59:23.603082
2824628,9823867834,8056,1567.54,2023-04-30 21:27:49.373994
6449931,1876900212,9485,2491.07,2023-06-18 19:53:13.811931
20790590,3435546951,2194,761.86,2023-06-28 10:48:49.516273
58369752,6715657795,6514,1058.29,2024-04-06 15:33:44.709346
55064367,4817494745,2763,1549.37,2024-04-10 01:56:05.578985
32593293,2891105916,3471,192.55,2023-07-30 02:51:05.760548
9034826,9951425632,9214,422.63,2023-05-20 13:46:56.955415
2983903,6269308648,9544,2933.55,2023-09-17 14:42:18.322561
76390859,2153797527,7818,329.2,2023-09-07 14:50:21.293092
78395814,5592556893,2402,1384.23,2023-05-13 04:34:26.450649
20259273,9939274290,2050,2564.52,2024-01-19 23:28:47.038595
30062373,4443564437,5759,2534.15,2023-08-11 11:17:40.497322
69630345,9138004643,8296,746.63,2023-08-23 20:10:45.095085
98119432,9079614903,5085,1847.21,2024-04-11 17:37:00.076177
85316777,7529276513,2261,390.65,2023-08-22 09:58:46.003399
15311267,2823597776,9688,1415.28,2023-07-20 19:45:42.342335
4872483,9611415754,6331,1637.54,2023-05-20 13:39:52.757253
4691724,6649744072,2016,2147.33,2023-12-05 07:52:39.532708
75982206,1378575774,1125,1023.67,2024-01-03 12:42:04.018780
98844711,1069663364,7394,331.43,2023-12-30 08:29:08.649277
11376107,2436165708,5162,2076.3,2023-11-20 00:56:03.067731
24492611,5269312168,7803,2485.46,2023-09-24 19:54:38.542244
83301375,6227789074,7806,1379.53,2023-12-11 08:28:18.540485
9070356,2787522301,9544,2740.3,2023-10-21 10:14:21.195274
89580951,5078017326,2331,200.71,2023-12-09 21:39:39.836421
285067,4796620333,9701,1451.24,2023-12-20 05:09:36.909052
4750382,1793812763,6155,1178.9,2023-06-01 08:27:37.119719
31035005,2697543594,2675,1719.63,2023-09-23 04:00:06.882376
16776372,7378997291,6866,2922.18,2024-01-02 07:05:26.837618
56108373,3474893947,1249,378.91,2024-03-11 04:12:48.553393
90253835,3761818239,4980,1336.91,2024-02-22 18:01:10.930466
91305391,1004194799,4925,2554.92,2024-02-12 20:30:43.334563
8534361,8039153872,8882,1884.92,2023-07-21 22:17:05.594608
48304111,9445046034,9067,2923.11,2023-05-07 15:54:16.473653
96465961,8776449412,6526,587.6,2023-11-12 17:59:03.012384
62035245,3315759391,5616,571.01,2023-05-04 09:03:08.833940
10423495,7555194633,2712,287.1,2023-11-06 00:40:58.197583
60190514,9340095173,4630,2013.92,2023-06-12 08:58:52.340737
24811488,8587555474,9106,2489.12,2024-03-18 06:23:10.147416
12173753,4266965502,8127,355.19,2023-07-05 11:38:48.323211
3345158,3431421233,5748,225.76,2023-10-28 05:17:51.093865
57439144,7024681797,2891,652.7,2023-05-13 19:58:46.456411
62867914,1771984806,4272,2034.69,2023-07-10 04:35:43.896742
91272936,8130766138,6971,2366.86,2024-03-11 15:54:25.975205
74712542,9162866864,5106,35.25,2024-04-23 08:01:17.998586
60286666,9380622531,7350,2321.1,2024-02-04 17:34:47.847056
88261179,7488633067,2284,1713.45,2023-12-01 05:00:30.242559
86415740,1401827615,2548,2520.8,2023-12-25 03:56:49.089097
29204850,7345882031,2016,2120.33,2024-04-08 00:48:46.207224
14436672,8378331575,4268,2186.62,2023-05-10 07:17:28.174065
15729947,8267008065,6900,1674.75,2024-03-26 12:14:44.036892
12757404,5106507178,7581,1133.33,2024-02-09 11:53:38.070337
25963307,4811299495,8673,1370.82,2023-05-22 22:41:13.444265
72739021,9666135466,9855,173.43,2023-12-31 03:26:15.347986
89961271,7443702578,8095,1082.06,2023-11-16 13:12:17.113212
90119119,9443560657,7672,2572.59,2024-03-01 04:18:02.258854
78552815,5740200727,6124,1697.34,2023-09-21 15:23:54.311018
31798941,4691949287,8707,93.24,2024-03-18 11:24:07.824088
77974163,2580943663,7830,2207.95,2023-06-05 10:36:15.490046
91258777,5484149627,1091,2750.31,2023-05-11 01:26:45.111063
29580192,9138444405,3471,1717.22,2023-12-03 12:41:32.915528
85491482,3929153485,9366,650.66,2024-02-18 15:47:15.933499
20351674,4297847918,8375,1860.88,2023-05-29 16:26:58.746694
21273285,4436496231,1137,1059.14,2023-10-20 11:29:52.531118
64657258,3916033288,9459,2017.44,2023-11-18 21:08:02.865532
63686419,3872400657,1740,2400.21,2024-01-16 01:19:46.830293
58414050,7221451441,8794,2184.82,2024-03-10 17:49:19.392521
40630667,5910558699,7233,1309.08,2024-02-25 22:11:25.628013
86149621,2088593658,1350,899.93,2023-10-14 06:42:19.372408
72198586,8446344318,4916,2978.96,2023-09-13 13:51:38.094267
28532508,3864787541,8760,264.96,2023-09-25 13:17:25.207892
5690892,4410491759,1790,1565.22,2023-10-10 16:05:53.805889
97630250,2844603722,2122,1498.71,2024-01-01 17:38:16.777828
11398,3260764512,4195,1919.87,2024-04-11 01:50:50.607215
29861859,7470415332,8211,725.16,2023-11-12 00:01:43.474389
28077110,7493464990,2604,873.66,2023-11-06 15:38:39.348091
67289777,3940928869,9596,2647.91,2023-05-01 22:32:08.421884
14926893,6036894474,4521,1540.7,2024-04-26 22:48:32.269855
72978930,7597977402,4819,1190.35,2023-06-10 09:41:32.487031
51468695,5487108312,2069,1837.84,2023-11-05 17:08:28.837730
98571872,3239250809,1596,2533.66,2023-10-15 14:14:32.272601
87353365,2345743231,4464,1439.77,2023-06-20 05:00:48.841050
93700115,8059935222,8707,957.17,2023-06-15 13:14:39.746654
93680679,6269308648,4293,408.85,2023-06-09 04:21:06.941270
79818981,1011194429,1137,1717.92,2023-07-07 05:21:40.375414
1543253,7437879026,8924,789.34,2023-05-04 23:22:53.284412
80866383,6929675014,7234,2215.63,2023-10-28 08:42:25.746144
84414093,9145968726,1883,2024.99,2023-06-12 22:37:07.612664
94574343,3496897540,2666,2268.46,2023-07-27 02:45:03.486384
65774260,7745235482,6971,2703.79,2023-08-16 18:05:53.326027
54541630,8149750868,4348,262.23,2023-12-19 00:35:38.231439
41462890,1604904724,1712,2145.08,2024-04-22 12:08:48.753230
94042767,4820387734,1570,2320.24,2023-09-14 05:04:02.657297
38811549,7853375596,7929,2374.93,2024-04-03 10:43:21.018700
10763392,8131513578,5700,1050.03,2023-08-04 10:11:37.935817
51824925,3047782796,1249,1697.42,2023-09-04 12:44:18.248598
26670143,9622354285,2675,2328.15,2023-07-30 08:22:14.459558
51431864,8545225234,6936,788.51,2024-01-20 14:45:13.396834
31620979,4122424062,4823,289.7,2023-06-29 17:44:59.900817
62021951,7559031910,9885,1280.11,2023-06-27 17:37:17.299841
27682309,1861959136,2404,2832.92,2023-09-15 20:08:10.539821
30574082,7539096762,9200,2405.52,2024-01-18 05:48:28.854056
55924685,9208818369,5621,2045.02,2023-12-05 11:05:41.821154
41154351,1677226024,1362,1745.64,2023-12-08 15:35:10.464176
81190721,7372551641,6918,2233.0,2023-08-18 11:41:51.907027
66764370,7752043262,9870,179.62,2023-12-21 03:58:07.194140
30621270,7549904995,7373,178.52,2023-10-27 15:25:24.467379
29891706,1256870731,5287,942.26,2024-03-18 08:00:44.367736
32229153,6025240476,3320,2609.57,2023-12-06 22:55:49.589947
64451002,6418913739,3875,195.04,2023-11-08 21:53:57.500381
86314630,1404386180,4348,2521.41,2023-09-25 03:26:16.737393
39669167,7157945435,5295,2647.43,2023-06-26 04:53:16.623311
46253759,2336352472,4603,2.52,2023-06-17 19:31:22.929096
74236352,8414997175,1196,35.28,2024-02-12 04:29:09.691099
43272535,5322958595,1554,2010.77,2023-07-03 10:08:23.941694
7170583,8041164127,5467,2609.93,2023-08-07 18:33:41.347251
3717185,8421851416,2219,1900.13,2023-09-21 04:26:02.788694
77502014,8752276894,1320,747.72,2023-10-16 01:15:22.256868
82841500,6666986532,9596,2075.26,2023-09-12 19:16:12.377267
49721848,2371692018,1557,1924.55,2024-04-20 05:40:14.085793
71896544,4976755303,6961,2742.36,2023-07-12 20:42:36.424389
2224698,2840241270,2756,698.91,2024-01-22 19:49:48.468421
34954167,7158004955,9181,505.42,2024-04-24 21:43:30.450442
36820131,6968613762,1091,2054.42,2024-04-09 13:17:48.746938
10116101,9246904147,6511,28.38,2024-04-04 23:55:11.965760
68941961,8263542596,1790,2918.49,2023-11-29 11:59:56.989555
37974479,2904291477,5354,305.22,2024-03-04 00:14:27.986242
14467796,8804882435,3875,2704.96,2023-12-05 00:46:55.826096
10292036,7433327934,4433,775.74,2024-01-15 05:11:39.805153
12664716,9953140289,1948,282.36,2023-05-22 14:07:05.579590
14615918,4390267598,8870,2831.62,2023-09-04 19:05:31.704513
69678022,6250041631,8899,1815.29,2024-03-22 14:43:15.119645
69954420,9479533880,1087,11.99,2023-08-13 01:31:38.530753
83536368,5688214717,1570,925.33,2023-07-24 02:22:56.633406
29341713,2156632173,3304,49.28,2023-11-12 03:11:16.276041
8449501,6666986532,2431,2700.63,2023-07-29 20:59:45.583398
22996142,2620052779,4509,252.36,2024-04-22 15:53:02.522881
61197110,6933811954,3575,2602.92,2023-10-23 13:45:53.354755
69268589,8344050880,6480,243.39,2023-07-25 04:18:26.392635
59264324,4615058265,9941,76.64,2023-08-21 21:01:45.196975
3807801,1033905219,7003,1330.78,2024-02-14 22:05:28.332420
23282063,5184154174,3195,1149.41,2024-01-26 12:17:58.289428
42421147,1522685343,5996,2131.65,2024-02-13 23:44:46.625669
13530411,7547485308,4433,2683.88,2023-05-28 09:52:06.172963
82845198,3283625038,6116,2588.06,2024-02-18 05:29:00.582835
87586833,5484149627,6175,2794.5,2023-06-21 14:50:06.698896
34463038,3547098255,5361,1925.61,2023-11-05 20:49:09.826163
68630650,3298373510,6587,2240.33,2023-12-18 12:07:12.952066
68028171,2857864884,6713,376.51,2023-06-30 00:30:04.269114
96376858,2432094149,4990,1954.97,2023-08-26 01:16:53.737753
95045131,2023915622,5232,751.92,2024-01-25 02:12:51.366536
49111657,4511282576,3006,1225.21,2023-09-03 10:51:24.532131
20082147,9160329170,1975,1671.53,2023-06-06 16:01:54.872080
83418591,4860591722,2666,2256.24,2023-06-23 18:05:30.855074
5853051,8100425481,5887,2997.6,2023-07-27 23:52:48.276615
57365621,2066225307,1223,2717.07,2023-05-13 16:00:58.836054
15240714,6541928971,3574,1170.56,2023-10-21 01:47:16.615893
5933708,3907379859,3043,2082.51,2023-08-27 21:03:02.620388
33305398,4823977937,1506,275.36,2023-12-31 22:57:14.933859
53407493,5862188362,6082,2615.08,2023-12-23 20:26:09.306049
28264977,1666584911,7808,699.09,2023-10-28 13:02:44.271516
87590621,5134043477,7672,456.38,2023-08-04 18:54:54.688242
64669241,5597488211,1754,246.11,2024-04-26 19:27:10.011421
82304707,9671543708,5430,1087.42,2023-12-13 11:33:41.703712
51934793,8169687211,8086,1432.46,2024-03-01 16:42:58.037478
43965978,6685971512,6526,1326.27,2023-09-26 10:49:42.024975
41303,9051452438,3343,125.94,2023-07-15 18:36:50.314512
24066318,2938595193,2404,1624.53,2024-02-26 05:14:14.709080
15198433,9888526051,2861,313.72,2023-06-24 10:14:49.770171
38298749,9343670749,8718,1142.81,2023-10-05 07:09:45.930878
9086089,6414793445,8433,39.25,2023-05-21 01:44:53.770614
28612002,7067686346,1196,1407.1,2023-07-01 02:07:21.335391
77835335,9843048969,2526,1418.58,2023-06-19 10:59:26.465844
26034123,2952344274,2880,1253.36,2023-12-02 10:05:13.351228
56774088,2972494829,6160,1082.27,2023-08-14 08:58:24.493391
20297037,6533999092,3674,2061.3,2024-04-20 06:52:37.760695
45770648,2461462056,6124,1398.16,2024-01-26 12:23:39.435879
27189686,6384139165,7693,2211.47,2023-07-25 10:50:36.890988
10432539,6394672101,1196,972.75,2023-07-27 17:51:58.235463
83918639,6193143709,7652,1241.06,2023-11-24 16:09:44.497151
86146145,9666322131,8306,2728.56,2024-04-12 20:29:25.816427
14581663,7196808589,5334,2032.19,2023-10-07 09:38:55.292820
11703727,2031967093,6789,762.83,2023-06-24 11:56:44.410708
31956396,3794503743,6789,2006.47,2024-01-26 07:06:51.110855
411302,7451813505,9154,2635.06,2024-03-24 16:10:47.701729
15501710,7268144202,8672,946.65,2023-06-07 02:09:15.257063
57348298,1388255124,2763,863.51,2024-04-18 05:06:57.247452
46925436,1659838338,1948,2022.33,2023-11-06 12:29:04.631521
39341999,5291830289,6054,1458.62,2023-06-08 14:05:50.388925
19302637,8987858743,1624,2510.68,2023-09-25 19:56:47.209538
68044547,4560006929,4084,724.06,2024-03-27 17:53:13.516875
26458145,3616505598,1911,176.29,2024-03-10 16:35:26.615889
72305097,5219942024,6331,988.24,2024-01-10 23:40:20.208735
219147,9189782977,4551,1653.28,2024-02-23 16:54:15.323513
5335947,1046693450,5287,1975.43,2024-02-01 10:34:18.529692
87090420,8405247716,5999,594.86,2023-05-05 17:15:42.726247
75116205,6077772944,4521,2385.71,2023-11-30 11:29:34.917262
35215517,4150584154,2431,1350.83,2023-08-19 19:21:30.127355
35591328,6897105625,8565,2921.34,2023-10-13 09:38:51.589579
83979631,2398772546,5956,1725.95,2023-11-17 07:09:01.291368
77523913,1877433170,3423,336.12,2023-07-18 08:56:37.156615
42132900,5121982170,9776,1787.47,2023-06-26 05:13:01.475699
65730587,2761960478,9485,347.22,2024-01-16 12:04:40.767243
54779229,4791260111,9253,1171.0,2023-12-25 10:07:19.860724
46722366,7719620293,5295,2038.56,2023-10-23 13:39:50.296691
10812235,8335986283,4451,2981.75,2023-05-07 14:12:45.376607
28221782,5346201904,2666,1537.06,2023-05-06 02:07:08.688114
19025586,1803928779,7941,131.3,2023-07-13 11:24:50.251838
19948138,2918779825,7652,1357.76,2024-03-23 01:48:10.880663
64865173,1064389599,1948,2684.59,2024-03-08 23:50:05.728232
8848857,8066454307,6421,2971.75,2023-11-29 10:22:12.436831
34347679,6667905722,8544,471.01,2023-10-21 19:20:07.754033
30798928,9410165623,2672,2211.81,2023-12-12 06:30:37.779372
90917840,1648627415,7039,2171.88,2023-11-17 01:59:56.796287
73878168,8062078629,5220,2348.42,2024-03-17 09:53:01.381023
8050401,7806974142,5076,239.98,2024-02-14 20:33:51.246538
2589414,1742157815,7319,2004.28,2023-12-14 22:11:43.106781
30859757,9575527248,8347,2072.36,2023-12-27 17:53:50.460778
17417381,8820882869,6671,2507.56,2023-06-22 18:38:31.662474
56898572,3848515220,3222,591.08,2024-01-28 02:16:52.892384
53639440,1014773092,8346,1824.83,2024-01-10 19:07:07.647818
83098714,6729149988,2219,1640.57,2023-08-06 07:19:00.115864
91892014,2635115610,5383,2469.65,2024-03-19 21:10:47.118462
27358027,3200758359,4940,209.87,2023-11-15 14:39:59.490579
23215476,7511071481,5430,31.5,2023-08-07 17:37:55.357470
75046092,2148783106,6686,1109.26,2023-08-18 23:19:30.840145
61896416,2339869650,9527,2940.8,2024-03-29 23:56:43.286599
60700558,4708538397,5245,1218.1,2024-04-08 00:41:33.469559
73751263,5754542444,5270,465.33,2023-11-29 03:16:04.930497
52137695,3059391839,1740,1006.24,2023-11-02 10:06:33.188391
24890356,5849311314,1883,518.1,2023-06-05 03:59:38.137879
98381118,3818313193,8347,2357.56,2024-04-27 09:55:16.900524
2420038,4925264598,4620,734.41,2024-01-26 11:05:07.852512
92059823,6452306727,6013,2027.03,2023-05-05 08:33:38.190084
47774103,3185539654,3332,2368.44,2023-09-24 10:57:20.982675
22127058,3571542747,2281,1201.87,2024-04-23 13:40:19.248675
34388935,1195980778,8497,1503.95,2024-01-11 17:23:55.243136
64330475,1489110324,8541,1806.58,2023-04-29 19:31:41.249950
88219832,6575104656,7650,1600.8,2023-07-12 18:32:24.106928
7293321,5795073508,4348,2548.76,2023-08-18 14:37:33.100111
35584621,1080095920,8544,1736.53,2023-12-28 06:30:11.020861
8869316,4518292520,1496,125.33,2023-05-26 10:22:53.553961
28991757,3360139673,2122,718.51,2023-11-20 02:09:45.433587
2753087,5986526485,2620,2604.44,2023-11-18 09:31:44.237059
93200148,2212037302,1091,256.31,2023-09-02 09:54:49.898797
20604160,1791402763,9656,141.15,2024-01-14 23:42:17.856594
21531615,1598369360,5748,2594.13,2023-09-15 12:30:21.497010
68177363,7700625967,1167,837.18,2023-08-05 13:36:00.129331
11468185,3474981823,2195,852.08,2023-08-20 04:43:29.430144
55435545,7687464666,7218,2299.49,2023-08-28 01:06:44.026318
38955385,4893756306,5381,1759.99,2024-01-30 09:29:31.563644
162267,4473514344,5487,724.02,2024-02-27 12:52:32.359476
2730394,2212037302,4643,2129.04,2024-01-31 05:44:40.019653
40754043,3010601171,7237,887.22,2023-07-26 10:43:13.440825
40835756,2741692789,5887,2342.43,2024-01-28 08:46:44.481812
18562058,7585355924,3468,1564.78,2024-04-19 13:08:49.094750
35796174,8890071234,5381,1742.61,2024-01-20 08:10:58.684427
39687020,5568724937,3421,1555.24,2024-03-08 09:17:00.127143
77467139,4996610565,5996,2076.05,2023-05-28 04:54:01.351147
71554647,1924500582,8673,2839.96,2023-10-09 15:29:30.384686
10390180,4097911887,5173,588.88,2023-09-26 18:18:25.962398
94212584,1182682176,4947,1145.68,2023-10-10 07:06:34.701576
33750833,5583946837,7319,1876.67,2024-04-11 10:11:00.375135
1249434,6048484139,6175,2702.12,2023-09-18 00:27:59.840745
8271189,1124619276,5192,1439.03,2024-04-04 12:21:26.868727
92013591,1624689503,2224,1425.62,2023-06-25 05:57:36.612558
86199220,1191561564,6013,181.07,2024-03-09 22:17:20.528576
82138798,7118681365,4838,187.69,2023-12-10 08:55:35.656930
99908753,1750420912,1665,2640.63,2024-02-24 23:57:14.600501
57810342,3560614349,3304,2523.72,2024-02-15 13:44:53.759398
50473339,5662184146,1596,2127.2,2024-01-25 13:25:06.282519
11720524,1035191525,2431,2850.94,2024-02-29 03:22:51.098502
87952606,2952344274,1811,1262.64,2023-06-20 05:52:48.339977
34312096,6814586525,8596,1369.32,2024-02-24 02:30:53.232230
72419363,7230467670,5599,975.52,2024-02-04 02:05:53.516384
1555462,7033418272,4820,2079.11,2023-07-25 21:48:47.693524
58689658,4029690202,2548,2579.44,2023-07-16 02:13:55.041231
90476921,5035727714,9253,1273.49,2023-11-26 03:27:42.752217
71261175,8863689111,1967,1711.73,2023-08-01 19:24:02.613579
76581950,2442481556,5887,68.85,2024-02-23 00:44:25.629384
50173942,3715953547,6170,8.49,2023-06-09 06:52:48.600499
94313096,6082651035,7204,2936.74,2023-09-13 23:15:03.694314
1401936,4721633319,5421,600.45,2023-05-27 19:27:13.288316
45894781,1948850247,1585,1458.39,2023-12-09 16:43:55.531405
79298948,4801370781,2074,7.64,2024-03-07 17:24:31.197730
55463819,4504711728,3575,1910.58,2023-12-26 05:43:23.022212
8096908,8708762507,1827,367.14,2024-02-20 14:59:37.156131
84636723,7627088778,1999,2790.76,2023-08-20 02:50:24.445951
50212869,5601026836,3612,1295.58,2023-09-29 20:50:22.638066
8209281,3129957549,7723,1691.86,2023-06-04 12:36:07.606138
41379184,5227073787,4464,983.56,2024-04-05 18:29:04.081289
93287221,2650784165,9485,1338.56,2023-11-09 01:07:40.765446
40024801,2904208711,7789,596.28,2023-11-25 04:03:29.879589
32767746,3023909750,3468,479.92,2023-07-17 22:44:08.067800
36277875,8446973320,8296,1471.47,2024-02-22 16:56:36.557043
13365130,3707862587,7792,930.04,2024-04-21 05:39:23.777952
37662286,7385039903,6383,549.75,2024-04-22 17:06:12.135262
70380187,3943111427,1196,2869.76,2023-07-11 22:03:17.254093
7452844,7936003487,4925,1127.06,2023-11-01 11:02:21.662381
56718706,6721202645,5354,1872.76,2023-09-27 23:52:37.164574
54270249,4621646668,4132,592.02,2023-09-04 23:00:39.801261
13784091,1298332338,3320,2486.51,2024-04-22 07:39:09.882790
88572148,8798360970,9245,997.89,2023-11-02 06:07:51.322912
83220349,5948331349,1029,2677.3,2024-02-08 13:46:23.832823
37376067,2669360921,2675,2166.05,2024-03-28 20:58:32.114069
51024207,8918485563,4884,1656.51,2024-04-27 08:26:42.245941
1790424,7056903933,3602,2941.58,2023-07-03 17:29:40.614339
43041370,3921075419,9776,1674.4,2024-02-15 11:12:34.854460
842898,3432691190,4643,632.83,2024-02-18 20:18:37.494435
37759436,2034286014,6472,2064.92,2023-12-09 16:50:26.309796
45917512,4842025444,2948,1273.22,2024-03-28 03:52:02.852940
55268456,4504711728,7672,2170.9,2024-01-05 01:31:31.366770
53848793,8048694557,3674,239.55,2023-08-28 22:40:07.875774
25204775,7938770228,9794,698.71,2023-09-06 17:31:22.207146
61433231,9807328216,7672,443.79,2023-12-19 17:43:19.008842
60591803,8848646106,6074,2398.27,2024-01-19 17:00:47.521209
36288625,5172017261,9506,2363.91,2024-03-22 04:22:49.716784
93939881,1166969493,2604,582.68,2023-05-27 03:47:46.887418
86524792,1298332338,9743,1528.52,2023-08-04 22:53:42.941210
96883124,8162112619,9688,210.4,2023-07-14 10:39:22.618561
30544167,2516685444,3620,715.52,2023-12-17 18:57:48.976255
9719246,6023496008,9168,1503.69,2024-03-10 05:52:07.077873
93694697,8157195017,2363,2057.56,2024-03-09 04:15:02.272908
84519426,2248024845,6573,2846.52,2023-11-26 09:58:01.183697
29542046,8063186516,2058,973.29,2024-02-15 16:59:07.231451
33233803,2989709119,4888,2562.3,2023-09-05 16:42:10.081691
60484166,9205205461,8186,703.93,2023-11-19 03:53:49.959332
746949,1381895465,2880,2064.53,2023-09-28 07:32:17.126143
37548044,6014529585,4057,530.72,2023-12-04 01:15:08.005855
67570095,3183463168,9067,581.1,2023-11-11 12:22:04.945172
20895220,8464257542,1266,227.56,2023-06-06 08:38:41.253378
74823011,6978425892,5413,2291.81,2023-05-05 19:23:01.852592
96324513,4366711309,7459,1275.37,2023-12-25 04:33:02.924495
80341864,5271768209,9635,592.51,2023-05-24 05:08:18.195688
71578660,5270193835,8497,1025.36,2023-07-01 05:32:27.319359
25575810,9595704792,2763,1789.53,2024-02-07 11:55:12.288545
1601696,4225837353,3757,2034.89,2024-04-12 13:37:33.103720
80872500,8580763478,4823,2715.79,2023-11-10 05:57:38.558996
56252126,2203000926,2097,1230.86,2023-11-10 03:47:53.455348
23144995,9956726195,1551,445.27,2023-08-06 19:33:34.676541
65100918,3630996770,5748,179.96,2023-10-23 03:18:11.735268
92294503,1570324420,5196,2490.24,2023-12-21 04:05:24.785382
70275185,4671744857,5354,920.04,2024-01-24 20:07:27.134946
94892834,3200758359,5287,864.89,2023-10-09 22:16:52.527066
56152851,1853308230,5192,1324.59,2024-02-17 04:26:26.576187
85248337,6740210830,6952,823.13,2023-05-21 11:22:19.630257
49417543,6749570365,2362,1598.05,2024-04-21 07:10:15.766890
42085997,4717217580,7233,1267.28,2023-07-28 02:57:23.294340
26163766,7071856855,5150,2517.25,2023-09-01 03:25:29.236046
14986015,8062078629,5354,2504.85,2023-05-31 07:48:15.580251
38397078,8455945891,7723,732.49,2023-10-18 18:55:24.291227
94039945,8682909224,1040,771.17,2024-04-04 18:10:16.372963
71550477,8922471944,6259,974.0,2024-01-15 18:38:40.750531
54034890,9481801230,5880,2119.66,2024-01-10 19:00:27.132241
2833163,9499578603,1605,2452.78,2023-05-03 18:02:50.233107
44714336,8906133732,1712,925.68,2023-09-13 21:24:40.075830
25893591,9037310212,5138,2458.7,2023-10-12 20:21:09.165839
11272134,2223098914,8904,791.99,2023-10-01 13:43:27.379851
9562520,8062078629,2815,1680.66,2024-02-12 21:03:16.242958
1103939,1707673564,1811,800.63,2023-11-22 20:20:58.860575
15960806,3440373796,7570,690.47,2023-11-03 05:55:17.944634
59732653,4767317125,3074,2780.69,2023-06-24 06:58:35.324368
83229622,6231566332,9353,2037.36,2023-11-09 21:27:01.965661
48596143,5297495630,5410,2046.05,2024-04-23 19:02:35.556432
26156963,1463495205,6138,2724.08,2023-11-24 19:54:11.112263
3078922,5080899990,1087,2935.31,2024-01-26 15:40:51.850131
80403756,7403804901,9025,2082.58,2023-07-04 18:20:10.510072
41327406,8178999964,8825,2515.78,2023-11-07 18:25:58.660063
38882382,1991164023,6382,555.18,2023-07-16 13:57:05.088343
61260877,4366711309,7076,493.89,2024-03-08 19:44:14.695050
39251333,1201134540,2397,2077.84,2023-06-20 12:07:22.719418
72232344,7103194023,2949,1419.13,2023-05-27 04:54:42.918162
36204479,5412926848,8497,2858.64,2023-10-22 05:47:40.385095
99285804,8199018704,5899,360.6,2023-10-02 15:48:28.658912
34670512,9062894233,4822,456.81,2023-09-25 16:23:38.342196
80390094,6279051870,8206,226.09,2023-10-22 09:37:56.640780
38126432,6066235150,6168,1235.87,2023-05-21 22:34:43.845915
18224007,9138004643,4020,780.52,2023-05-18 16:07:13.137659
59913489,8809922793,6573,221.43,2024-02-16 13:58:42.660685
67381251,6843516502,7717,370.46,2024-01-14 21:49:30.729913
52510667,8991792422,9781,2249.82,2024-04-26 14:32:27.494563
8020484,2963560903,8870,1568.34,2024-02-12 22:35:49.213335
55589330,7952119462,7570,77.88,2023-08-31 08:55:51.446859
98097167,5174735272,1196,2608.11,2023-08-21 23:09:04.803660
81547163,6722115297,1856,168.67,2023-06-29 06:23:51.137278
2253754,1353304424,1578,830.38,2023-05-13 09:23:27.114245
76199466,4732582411,7652,2718.65,2024-04-26 21:32:47.379439
16035798,2924853715,7848,555.69,2023-12-02 06:26:19.654977
66173716,7671821607,4925,1606.92,2024-04-10 12:05:45.714504
89791581,3425040644,6421,1253.93,2024-02-23 02:12:36.367788
10822704,2115403361,9461,1953.56,2024-03-11 07:43:11.112366
99717845,3267813446,5361,159.77,2023-05-03 06:24:41.446810
40246832,3322091538,2672,547.94,2024-01-18 22:18:07.543991
97132488,7852713647,9506,195.4,2024-03-29 05:11:29.985806
44008447,9435378148,7466,2683.81,2023-11-22 18:43:50.095336
54478141,1623403244,6366,145.77,2024-04-19 07:03:57.003456
67628915,9215393275,7373,740.54,2023-08-03 04:16:05.626846
11103262,4027312776,9214,1356.02,2023-12-25 00:01:18.629813
28661601,4571668899,3875,2603.73,2024-04-12 08:59:15.033734
23549987,1785025024,7237,342.4,2023-06-21 17:56:06.307971
61677399,8024897972,6020,44.14,2024-03-14 16:40:23.629839
51099049,6047314301,4620,2077.8,2023-10-19 11:44:08.810056
981305,4540996172,5616,1504.47,2023-09-03 02:49:55.019819
25040234,7590560629,5334,1590.98,2023-07-07 10:32:44.772585
15053500,3389210737,7792,1333.7,2024-03-21 01:03:02.005104
59966505,8832104567,7723,1753.4,2023-09-23 02:10:26.040777
50827472,6761137450,7237,209.01,2023-09-27 15:46:03.844356
98081350,3007972034,5616,1102.32,2023-08-03 21:51:37.898616
58321901,4190364026,4916,2286.33,2023-09-21 17:17:22.403820
3884564,4570815081,2990,2021.4,2023-12-16 01:39:13.185926
