Client_num,Customer_name,Customer_age,Gender,Dependent_count,Education_level,Marital_status,Income_category,Email,Contact_number,Random_Credit_Score
65896650,Nicole King,26,Female,1,Bachelor's,Single,Medium,bennettdanielle@example.net,(810) 652-6337,
66750935,Robert Griffin,66,Female,1,Master's,Single,Medium,erobinson@example.org,(170) 238-3903,
78498253,Lauren Neal,58,Female,1,Bachelor's,Single,High,christopher31@example.com,(701) 338-7213,817.5411487935804
78498253,Lauren Neal,58,Female,1,Bachelor's,Single,High,christopher31@example.com,(701) 338-7213,817.5411487935804
36008033,Colton Young,24,Female,1,Bachelor's,Single,High,stevendominguez@example.com,(988) 404-3323,817.5411487935804
36008033,Colton Young,24,Female,1,Bachelor's,Single,High,stevendominguez@example.com,(988) 404-3323,817.5411487935804
36008033,Colton Young,24,Female,1,Bachelor's,Single,High,stevendominguez@example.com,(988) 404-3323,817.5411487935804
36008033,Colton Young,24,Female,1,Bachelor's,Single,High,stevendominguez@example.com,(988) 404-3323,817.5411487935804
24685291,Joshua Stone DDS,34,Male,1,Master's,Single,Medium,katrinabarry@example.org,(992) 255-3844,706.3797978563446
95652805,Christian Garcia,46,Male,0,Master's,Single,Medium,anthonyortiz@example.net,(441) 188-6162,817.5411487935804
95652805,Christian Garcia,46,Male,0,Master's,Single,Medium,anthonyortiz@example.net,(441) 188-6162,817.5411487935804
78365866,Christy Poole,40,Male,1,Bachelor's,Single,Low,joseph78@example.org,(932) 641-6356,706.3797978563446
78365866,Christy Poole,40,Male,1,Bachelor's,Single,Low,joseph78@example.org,(932) 641-6356,706.3797978563446
97298912,Emily Baker,29,Male,2,Doctorate,Single,High,tracywhite@example.com,(034) 207-3089,817.5411487935804
97298912,Emily Baker,29,Male,2,Doctorate,Single,High,tracywhite@example.com,(034) 207-3089,817.5411487935804
97298912,Emily Baker,29,Male,2,Doctorate,Single,High,tracywhite@example.com,(034) 207-3089,817.5411487935804
98132460,Gregory Young DVM,49,Female,1,Master's,Married,Medium,ronaldcooper@example.com,(256) 503-0603,
85474842,Samuel Moyer,39,Female,1,Bachelor's,Single,Low,katiemiller@example.org,(641) 339-6987,817.5411487935804
31404450,Lori Neal,51,Male,2,Doctorate,Single,Medium,staceymarshall@example.org,(720) 313-8730,706.3797978563446
78009640,Joshua Gonzalez,37,Female,1,Bachelor's,Single,Low,randyarmstrong@example.com,(382) 023-4424,706.3797978563446
78009640,Joshua Gonzalez,37,Female,1,Bachelor's,Single,Low,randyarmstrong@example.com,(382) 023-4424,706.3797978563446
24930160,Cassandra Mcconnell,21,Male,2,High School,Single,High,wendy56@example.com,(129) 117-8339,706.3797978563446
24930160,Cassandra Mcconnell,21,Male,2,High School,Single,High,wendy56@example.com,(129) 117-8339,706.3797978563446
24930160,Cassandra Mcconnell,21,Male,2,High School,Single,High,wendy56@example.com,(129) 117-8339,706.3797978563446
24930160,Cassandra Mcconnell,21,Male,2,High School,Single,High,wendy56@example.com,(129) 117-8339,706.3797978563446
71329110,Jennifer Thomas,26,Female,1,Bachelor's,Single,Medium,mcbridephillip@example.org,(203) 046-7094,681.6141206396953
62223808,Julie Hanson,40,Female,1,High School,Single,Medium,ojones@example.org,(979) 857-2336,
93168241,Carmen Montgomery,53,Female,3,Doctorate,Married,High,samantha10@example.com,(280) 516-8100,681.6141206396953
25528266,Robert Guzman,52,Male,0,High School,Single,Low,ykerr@example.org,(859) 279-3529,681.6141206396953
25528266,Robert Guzman,52,Male,0,High School,Single,Low,ykerr@example.org,(859) 279-3529,681.6141206396953
25528266,Robert Guzman,52,Male,0,High School,Single,Low,ykerr@example.org,(859) 279-3529,681.6141206396953
53891413,Micheal Leon,62,Male,2,High School,Single,High,lbennett@example.org,(468) 521-1838,817.5411487935804
53891413,Micheal Leon,62,Male,2,High School,Single,High,lbennett@example.org,(468) 521-1838,817.5411487935804
52224284,Debbie White MD,53,Male,0,High School,Single,Medium,tlopez@example.com,(967) 865-3043,706.3797978563446
28230895,Michael Wright,47,Female,0,High School,Single,Medium,courtneyhernandez@example.net,(046) 803-8131,706.3797978563446
65962817,Mike Davis,22,Male,0,Doctorate,Single,Low,zholloway@example.com,(376) 536-0909,681.6141206396953
41346980,Aaron Garza,50,Female,4,Doctorate,Married,Medium,thomas39@example.com,(913) 906-8236,817.5411487935804
41346980,Aaron Garza,50,Female,4,Doctorate,Married,Medium,thomas39@example.com,(913) 906-8236,817.5411487935804
41346980,Aaron Garza,50,Female,4,Doctorate,Married,Medium,thomas39@example.com,(913) 906-8236,817.5411487935804
53344165,Michael West,67,Female,2,High School,Single,Medium,kara47@example.net,(437) 494-3521,
14566977,William Robbins,53,Male,2,High School,Married,High,sharon00@example.net,(999) 204-1990,817.5411487935804
14566977,William Robbins,53,Male,2,High School,Married,High,sharon00@example.net,(999) 204-1990,817.5411487935804
24649908,Jeffrey Coleman,35,Female,1,Bachelor's,Single,High,hpeters@example.org,(235) 175-9301,706.3797978563446
24649908,Jeffrey Coleman,35,Female,1,Bachelor's,Single,High,hpeters@example.org,(235) 175-9301,706.3797978563446
77880645,Kelsey Jackson,34,Female,0,Doctorate,Single,Low,phelpsheather@example.com,(046) 618-0763,
22149011,Tony Young,41,Male,2,Bachelor's,Married,Medium,myork@example.com,(804) 653-9981,
42636087,Robert Dean,67,Male,1,High School,Single,Medium,matthew34@example.com,(279) 991-2090,
82548897,Amber Mendoza,36,Male,4,Bachelor's,Married,High,mmacias@example.com,(239) 788-1838,706.3797978563446
82548897,Amber Mendoza,36,Male,4,Bachelor's,Married,High,mmacias@example.com,(239) 788-1838,706.3797978563446
82548897,Amber Mendoza,36,Male,4,Bachelor's,Married,High,mmacias@example.com,(239) 788-1838,706.3797978563446
82548897,Amber Mendoza,36,Male,4,Bachelor's,Married,High,mmacias@example.com,(239) 788-1838,706.3797978563446
13969722,Todd Ferguson,68,Male,3,Doctorate,Married,Medium,timothy76@example.com,(864) 134-3335,681.6141206396953
13969722,Todd Ferguson,68,Male,3,Doctorate,Married,Medium,timothy76@example.com,(864) 134-3335,681.6141206396953
32310350,Todd Evans,70,Female,2,Doctorate,Married,Medium,michael93@example.com,(858) 845-5385,
57286048,Melissa Wilson,22,Male,4,High School,Married,High,bjohnson@example.org,(536) 314-2565,817.5411487935804
26995020,Benjamin Murray,36,Female,2,Bachelor's,Married,High,heathersummers@example.net,(103) 772-5234,681.6141206396953
75165858,Shannon Wood,35,Male,1,Bachelor's,Single,High,leslieperez@example.org,(421) 761-4955,
38042498,Holly Lynn,50,Female,2,High School,Single,Medium,katiemitchell@example.net,(538) 462-7125,706.3797978563446
38042498,Holly Lynn,50,Female,2,High School,Single,Medium,katiemitchell@example.net,(538) 462-7125,706.3797978563446
38042498,Holly Lynn,50,Female,2,High School,Single,Medium,katiemitchell@example.net,(538) 462-7125,706.3797978563446
97618176,Melvin Gomez DDS,27,Male,1,Doctorate,Married,High,theresa47@example.net,(419) 474-6795,
75922150,Brian Hall,21,Male,1,Doctorate,Married,Medium,currypamela@example.com,(612) 157-8890,
78983726,Mr. Rodney Myers,34,Female,4,Bachelor's,Married,Medium,mary14@example.com,(971) 219-8502,817.5411487935804
78983726,Mr. Rodney Myers,34,Female,4,Bachelor's,Married,Medium,mary14@example.com,(971) 219-8502,817.5411487935804
47969263,Julie Henson MD,64,Female,2,Bachelor's,Single,High,pfitzpatrick@example.org,(438) 501-4999,817.5411487935804
20857461,Jorge Klein,31,Male,3,Master's,Married,High,reidalicia@example.net,(226) 229-8231,681.6141206396953
20857461,Jorge Klein,31,Male,3,Master's,Married,High,reidalicia@example.net,(226) 229-8231,681.6141206396953
48759305,Susan Yoder,51,Female,1,High School,Married,Medium,laceyjohnson@example.org,(893) 960-6431,681.6141206396953
85935239,Amanda Morris,60,Female,3,Bachelor's,Married,High,allenhannah@example.com,(313) 340-1127,817.5411487935804
25804060,Sabrina Wilson,59,Female,3,Master's,Married,High,kmccullough@example.org,(179) 548-7007,817.5411487935804
89746175,Christine Stevenson,53,Male,2,Bachelor's,Married,Medium,claireparker@example.org,(188) 400-4548,
93860866,Jennifer Obrien,31,Male,1,High School,Married,Medium,kirk74@example.net,(149) 189-7029,817.5411487935804
93860866,Jennifer Obrien,31,Male,1,High School,Married,Medium,kirk74@example.net,(149) 189-7029,817.5411487935804
80258524,William Clark,24,Male,2,Bachelor's,Single,Medium,lindapoole@example.net,(173) 514-9913,
19027411,Christopher Montes,44,Male,4,Master's,Married,Medium,tmoreno@example.org,(511) 268-2227,
47241878,Lisa White,40,Female,1,High School,Single,High,mallory57@example.net,(244) 926-1170,817.5411487935804
94659778,Jerry Lopez,51,Male,1,Doctorate,Married,Medium,bakerkelly@example.com,(023) 847-0470,706.3797978563446
68955897,Stephen Reed,62,Male,2,High School,Married,Medium,patrick98@example.com,(043) 488-0929,706.3797978563446
38077888,Elizabeth Johnson,63,Female,2,Doctorate,Married,High,ocrane@example.net,(570) 845-1184,706.3797978563446
38077888,Elizabeth Johnson,63,Female,2,Doctorate,Married,High,ocrane@example.net,(570) 845-1184,706.3797978563446
38077888,Elizabeth Johnson,63,Female,2,Doctorate,Married,High,ocrane@example.net,(570) 845-1184,706.3797978563446
35228575,Diane Weber,62,Female,3,Master's,Married,Medium,wduke@example.org,(052) 265-9118,706.3797978563446
44527025,John Peterson,20,Male,1,High School,Single,Medium,imyers@example.org,(994) 933-6586,817.5411487935804
44527025,John Peterson,20,Male,1,High School,Single,Medium,imyers@example.org,(994) 933-6586,817.5411487935804
75129079,Martha Nelson,31,Male,2,High School,Single,High,hughesdiane@example.com,(996) 888-3228,706.3797978563446
75129079,Martha Nelson,31,Male,2,High School,Single,High,hughesdiane@example.com,(996) 888-3228,706.3797978563446
11629728,Marie Curtis,37,Female,2,High School,Single,Medium,ivansmith@example.com,(566) 510-5869,
28325059,Amber Hill,70,Female,0,Master's,Single,Medium,angel63@example.com,(192) 531-7894,817.5411487935804
28325059,Amber Hill,70,Female,0,Master's,Single,Medium,angel63@example.com,(192) 531-7894,817.5411487935804
17315227,Corey Delgado,69,Male,1,Doctorate,Married,High,bmartinez@example.org,(786) 446-4628,706.3797978563446
17315227,Corey Delgado,69,Male,1,Doctorate,Married,High,bmartinez@example.org,(786) 446-4628,706.3797978563446
58694878,Amanda Hayes,27,Male,1,Doctorate,Married,Low,james64@example.com,(242) 170-4998,
11500315,Thomas Cook,48,Female,1,Bachelor's,Single,High,sellis@example.com,(325) 764-3317,
71142430,Stephanie Sutton,61,Female,3,High School,Married,Medium,stephen00@example.net,(070) 820-6164,
15166679,Timothy White,67,Male,1,Master's,Married,Medium,allisonmicheal@example.org,(346) 894-3611,706.3797978563446
32374857,Sarah Rivera,25,Male,0,Bachelor's,Single,Low,richard35@example.org,(440) 124-4453,817.5411487935804
86034279,Ashley Taylor,33,Female,1,Master's,Single,High,taylornixon@example.org,(204) 634-4959,
10338855,Jessica Oconnor,60,Male,0,Bachelor's,Single,Low,christopher19@example.com,(842) 201-2725,817.5411487935804
71194039,Courtney Miller,62,Female,2,High School,Single,Medium,scottthomas@example.org,(847) 018-0175,
28571033,Laurie Scott,34,Male,1,Master's,Married,Medium,nicolegonzalez@example.net,(954) 795-8999,
92713148,Cynthia Young,60,Male,0,High School,Single,High,mcgrathbilly@example.com,(649) 509-8242,
36843772,Sandra Reilly,57,Male,0,Master's,Single,High,stevenwalker@example.net,(807) 716-7856,706.3797978563446
45564406,Jessica Horn,51,Male,1,Master's,Married,Medium,jsnow@example.net,(899) 440-0669,
54741979,Bernard Singh,22,Female,0,Doctorate,Single,High,carlos35@example.org,(297) 753-8410,817.5411487935804
54741979,Bernard Singh,22,Female,0,Doctorate,Single,High,carlos35@example.org,(297) 753-8410,817.5411487935804
18326977,Robert Brown,30,Male,2,Master's,Single,High,gbrown@example.com,(138) 438-7832,706.3797978563446
18326977,Robert Brown,30,Male,2,Master's,Single,High,gbrown@example.com,(138) 438-7832,706.3797978563446
19095158,Nancy Harrison,57,Male,1,High School,Single,Low,michaelmorrison@example.com,(984) 963-8265,706.3797978563446
19095158,Nancy Harrison,57,Male,1,High School,Single,Low,michaelmorrison@example.com,(984) 963-8265,706.3797978563446
71771622,Kristen Stevens,31,Male,2,Bachelor's,Married,High,tylermiller@example.com,(527) 669-6196,817.5411487935804
71771622,Kristen Stevens,31,Male,2,Bachelor's,Married,High,tylermiller@example.com,(527) 669-6196,817.5411487935804
71771622,Kristen Stevens,31,Male,2,Bachelor's,Married,High,tylermiller@example.com,(527) 669-6196,817.5411487935804
71771622,Kristen Stevens,31,Male,2,Bachelor's,Married,High,tylermiller@example.com,(527) 669-6196,817.5411487935804
79670080,Jacqueline Warren,70,Male,2,Master's,Single,High,ywhite@example.net,(595) 543-6062,817.5411487935804
96589180,Robert Mullins,51,Male,2,Bachelor's,Single,High,annhiggins@example.net,(661) 748-4078,
70760093,Ryan Ramos,57,Male,0,High School,Single,High,qguzman@example.net,(732) 206-4533,817.5411487935804
19819004,Denise Bishop,48,Female,2,High School,Married,Medium,popedarryl@example.com,(374) 930-4175,
34107217,Jenna Schwartz,54,Female,0,Doctorate,Single,High,caseangie@example.org,(875) 623-1875,706.3797978563446
48800701,Todd Carter,58,Female,2,Master's,Married,High,vpage@example.net,(464) 467-0668,681.6141206396953
48800701,Todd Carter,58,Female,2,Master's,Married,High,vpage@example.net,(464) 467-0668,681.6141206396953
67672517,Lynn Green,43,Female,2,Master's,Single,High,russodaniel@example.org,(941) 487-6803,379.0821117525333
56694026,Jose Phillips,40,Female,3,High School,Married,Medium,steven03@example.com,(183) 525-3549,706.3797978563446
56694026,Jose Phillips,40,Female,3,High School,Married,Medium,steven03@example.com,(183) 525-3549,706.3797978563446
56694026,Jose Phillips,40,Female,3,High School,Married,Medium,steven03@example.com,(183) 525-3549,706.3797978563446
29455641,Chelsey Marks,34,Male,4,Bachelor's,Married,High,taylordaniel@example.net,(996) 656-7884,817.5411487935804
91183285,Veronica Perez,24,Female,1,Doctorate,Married,High,ctrevino@example.org,(259) 359-6374,817.5411487935804
91183285,Veronica Perez,24,Female,1,Doctorate,Married,High,ctrevino@example.org,(259) 359-6374,817.5411487935804
12578806,John Walker,33,Male,4,Doctorate,Married,Medium,joyce10@example.com,(725) 417-2449,817.5411487935804
37134384,Shannon Johnson,49,Female,1,Master's,Single,Low,jessicahill@example.net,(143) 920-9383,706.3797978563446
25517211,Katherine Castillo,64,Female,1,Doctorate,Married,Low,kristensmith@example.net,(225) 407-2895,817.5411487935804
25517211,Katherine Castillo,64,Female,1,Doctorate,Married,Low,kristensmith@example.net,(225) 407-2895,817.5411487935804
51306370,Cassie Rose,45,Male,2,Master's,Single,Medium,boonebrian@example.org,(595) 660-5832,
17643136,Jose Davis,68,Male,0,High School,Single,Low,pmcdaniel@example.org,(124) 260-6988,
22879387,Elizabeth Pena,70,Female,0,Bachelor's,Single,Low,xtownsend@example.net,(966) 579-8758,681.6141206396953
22879387,Elizabeth Pena,70,Female,0,Bachelor's,Single,Low,xtownsend@example.net,(966) 579-8758,681.6141206396953
22879387,Elizabeth Pena,70,Female,0,Bachelor's,Single,Low,xtownsend@example.net,(966) 579-8758,681.6141206396953
22879387,Elizabeth Pena,70,Female,0,Bachelor's,Single,Low,xtownsend@example.net,(966) 579-8758,681.6141206396953
31868204,Denise Gonzalez,70,Female,1,Doctorate,Single,High,terrykenneth@example.net,(881) 336-4260,681.6141206396953
31868204,Denise Gonzalez,70,Female,1,Doctorate,Single,High,terrykenneth@example.net,(881) 336-4260,681.6141206396953
31868204,Denise Gonzalez,70,Female,1,Doctorate,Single,High,terrykenneth@example.net,(881) 336-4260,681.6141206396953
43594839,Sandra Solis,35,Female,3,Doctorate,Married,High,moyeradam@example.net,(485) 447-2274,706.3797978563446
25385782,Megan Reyes,42,Female,0,Bachelor's,Single,Medium,robinsonashley@example.com,(681) 671-4019,
37100546,Kristin Lowe,39,Female,2,Bachelor's,Married,Medium,gregorywilliams@example.net,(600) 965-8293,817.5411487935804
80514001,Joan Daniels,47,Female,2,Bachelor's,Married,Medium,melanieharper@example.net,(948) 110-3787,706.3797978563446
80514001,Joan Daniels,47,Female,2,Bachelor's,Married,Medium,melanieharper@example.net,(948) 110-3787,706.3797978563446
45312391,Adam Hill,56,Female,2,High School,Single,High,batescindy@example.com,(939) 995-4188,817.5411487935804
45312391,Adam Hill,56,Female,2,High School,Single,High,batescindy@example.com,(939) 995-4188,817.5411487935804
45312391,Adam Hill,56,Female,2,High School,Single,High,batescindy@example.com,(939) 995-4188,817.5411487935804
76158146,Shannon Mitchell,32,Female,3,High School,Married,Medium,loriharrison@example.com,(380) 698-7928,706.3797978563446
76158146,Shannon Mitchell,32,Female,3,High School,Married,Medium,loriharrison@example.com,(380) 698-7928,706.3797978563446
47129182,Breanna Green,55,Female,1,Doctorate,Married,High,wking@example.com,(934) 591-9804,706.3797978563446
47129182,Breanna Green,55,Female,1,Doctorate,Married,High,wking@example.com,(934) 591-9804,706.3797978563446
47129182,Breanna Green,55,Female,1,Doctorate,Married,High,wking@example.com,(934) 591-9804,706.3797978563446
56247102,Kathleen White,59,Female,2,Doctorate,Single,High,ashepherd@example.org,(907) 926-7552,
64610357,Maria Cook,43,Male,4,Doctorate,Married,Medium,zimmermanlouis@example.org,(667) 648-9366,706.3797978563446
43294641,Gina Schaefer,49,Male,1,Bachelor's,Single,Low,rosborne@example.net,(126) 174-1610,817.5411487935804
16972285,Shawn Wilson,35,Female,4,Doctorate,Married,Medium,choiduane@example.com,(295) 175-8603,817.5411487935804
16972285,Shawn Wilson,35,Female,4,Doctorate,Married,Medium,choiduane@example.com,(295) 175-8603,817.5411487935804
16972285,Shawn Wilson,35,Female,4,Doctorate,Married,Medium,choiduane@example.com,(295) 175-8603,817.5411487935804
40649767,John Thomas,53,Female,0,Doctorate,Single,Medium,erinfry@example.net,(551) 845-9418,
93575414,Mr. Joe Maddox,63,Female,1,Master's,Married,High,roy90@example.net,(699) 623-2667,706.3797978563446
93575414,Mr. Joe Maddox,63,Female,1,Master's,Married,High,roy90@example.net,(699) 623-2667,706.3797978563446
93575414,Mr. Joe Maddox,63,Female,1,Master's,Married,High,roy90@example.net,(699) 623-2667,706.3797978563446
93575414,Mr. Joe Maddox,63,Female,1,Master's,Married,High,roy90@example.net,(699) 623-2667,706.3797978563446
67349621,Christina Wagner,51,Male,3,Bachelor's,Married,High,onealkatherine@example.org,(628) 302-2875,706.3797978563446
65333236,Lindsay Osborne,36,Female,2,Master's,Single,Medium,jennifer84@example.org,(230) 315-8755,
85361765,Kristine Dodson,46,Male,4,Master's,Married,High,gregoryli@example.org,(817) 541-9053,706.3797978563446
85361765,Kristine Dodson,46,Male,4,Master's,Married,High,gregoryli@example.org,(817) 541-9053,706.3797978563446
85361765,Kristine Dodson,46,Male,4,Master's,Married,High,gregoryli@example.org,(817) 541-9053,706.3797978563446
30721220,Erik Garrison,33,Female,1,Bachelor's,Single,Medium,matthew57@example.net,(289) 527-6770,817.5411487935804
87540822,Timothy Hamilton,68,Female,0,Master's,Single,High,christopher40@example.org,(601) 073-7186,817.5411487935804
87540822,Timothy Hamilton,68,Female,0,Master's,Single,High,christopher40@example.org,(601) 073-7186,817.5411487935804
76328836,Christian Bridges,63,Male,1,Master's,Single,High,gutierrezlisa@example.net,(649) 794-3045,817.5411487935804
76328836,Christian Bridges,63,Male,1,Master's,Single,High,gutierrezlisa@example.net,(649) 794-3045,817.5411487935804
76328836,Christian Bridges,63,Male,1,Master's,Single,High,gutierrezlisa@example.net,(649) 794-3045,817.5411487935804
28727014,Anthony Martinez,33,Male,2,High School,Single,High,ricardo56@example.com,(286) 181-9800,817.5411487935804
28727014,Anthony Martinez,33,Male,2,High School,Single,High,ricardo56@example.com,(286) 181-9800,817.5411487935804
28727014,Anthony Martinez,33,Male,2,High School,Single,High,ricardo56@example.com,(286) 181-9800,817.5411487935804
28727014,Anthony Martinez,33,Male,2,High School,Single,High,ricardo56@example.com,(286) 181-9800,817.5411487935804
35396747,Summer Snyder,22,Male,1,Bachelor's,Single,Low,brianna59@example.net,(764) 434-3057,681.6141206396953
59363104,Carly Thompson,45,Male,3,High School,Married,Medium,hharris@example.net,(963) 793-5751,
91073474,Joseph Medina,69,Male,2,High School,Single,High,lisa70@example.org,(843) 706-7258,817.5411487935804
91073474,Joseph Medina,69,Male,2,High School,Single,High,lisa70@example.org,(843) 706-7258,817.5411487935804
15480198,Susan Thornton,49,Female,0,Doctorate,Single,Low,alexanderlarson@example.com,(044) 915-7206,
13342736,David Garcia,44,Female,0,Master's,Single,Medium,adamsmichael@example.com,(420) 308-1232,817.5411487935804
13342736,David Garcia,44,Female,0,Master's,Single,Medium,adamsmichael@example.com,(420) 308-1232,817.5411487935804
13342736,David Garcia,44,Female,0,Master's,Single,Medium,adamsmichael@example.com,(420) 308-1232,817.5411487935804
31858721,William Castaneda,40,Male,1,Bachelor's,Married,Medium,justin32@example.net,(695) 969-0082,817.5411487935804
74795604,Sandra Simon,54,Female,3,Master's,Married,Medium,emilylawrence@example.com,(920) 998-9630,817.5411487935804
74795604,Sandra Simon,54,Female,3,Master's,Married,Medium,emilylawrence@example.com,(920) 998-9630,817.5411487935804
74795604,Sandra Simon,54,Female,3,Master's,Married,Medium,emilylawrence@example.com,(920) 998-9630,817.5411487935804
43613051,Mark Li MD,65,Female,0,Bachelor's,Single,Low,whitelisa@example.com,(689) 452-7065,706.3797978563446
43613051,Mark Li MD,65,Female,0,Bachelor's,Single,Low,whitelisa@example.com,(689) 452-7065,706.3797978563446
46681030,Tammy Li,52,Female,0,High School,Single,Medium,usantiago@example.com,(588) 233-7211,706.3797978563446
65666350,Michael Peterson,45,Male,2,Master's,Single,High,mosspamela@example.org,(615) 037-7316,706.3797978563446
48883017,Leah Reyes,63,Male,1,Master's,Single,High,benjamin41@example.com,(615) 265-6578,817.5411487935804
29771361,John Davis,42,Male,1,Master's,Single,Medium,murphychristine@example.net,(061) 001-5649,706.3797978563446
29771361,John Davis,42,Male,1,Master's,Single,Medium,murphychristine@example.net,(061) 001-5649,706.3797978563446
29771361,John Davis,42,Male,1,Master's,Single,Medium,murphychristine@example.net,(061) 001-5649,706.3797978563446
67466082,Amanda Ward,44,Female,4,Doctorate,Married,High,yvonnemoody@example.org,(861) 562-4813,706.3797978563446
67466082,Amanda Ward,44,Female,4,Doctorate,Married,High,yvonnemoody@example.org,(861) 562-4813,706.3797978563446
39914591,Megan Gilmore,28,Female,0,Master's,Single,High,garciavictoria@example.net,(413) 886-6807,
84000119,Amanda Adams,58,Female,2,High School,Single,High,danderson@example.org,(226) 416-6735,
70033438,Randy Copeland,64,Male,3,Master's,Married,High,williamsamy@example.org,(984) 859-6504,817.5411487935804
70033438,Randy Copeland,64,Male,3,Master's,Married,High,williamsamy@example.org,(984) 859-6504,817.5411487935804
94938439,Brian Ray,43,Male,1,High School,Married,High,michael12@example.net,(595) 625-0510,
85730978,Micheal Wright,23,Male,2,High School,Single,High,robert04@example.org,(460) 785-9855,
63989936,Lauren Williamson,34,Female,2,High School,Single,High,markharris@example.com,(299) 527-8644,
21219591,Nathan Martin,50,Female,2,Bachelor's,Single,High,kimberlymccormick@example.com,(129) 220-2223,817.5411487935804
21490144,Tammy Moore,63,Female,4,High School,Married,Medium,zstevens@example.com,(567) 490-4469,817.5411487935804
80190614,Tina Mcclure,30,Female,2,Doctorate,Single,Medium,kmcintyre@example.org,(977) 256-2880,706.3797978563446
80190614,Tina Mcclure,30,Female,2,Doctorate,Single,Medium,kmcintyre@example.org,(977) 256-2880,706.3797978563446
83953256,Lindsey Roberts,27,Female,0,Doctorate,Single,Medium,michael01@example.org,(185) 509-4185,817.5411487935804
90013286,Michael Hardy,57,Male,3,Doctorate,Married,High,matthew07@example.net,(400) 759-7399,
97480225,Stacy Roth,50,Female,4,Master's,Married,Medium,valerie32@example.org,(999) 561-1138,379.0821117525333
52965819,Angela Clark,39,Male,3,Bachelor's,Married,Medium,wattsjoseph@example.org,(759) 448-0452,706.3797978563446
52965819,Angela Clark,39,Male,3,Bachelor's,Married,Medium,wattsjoseph@example.org,(759) 448-0452,706.3797978563446
48928539,Kendra Roberts,64,Female,2,Master's,Married,Medium,qthompson@example.org,(000) 867-4150,817.5411487935804
48928539,Kendra Roberts,64,Female,2,Master's,Married,Medium,qthompson@example.org,(000) 867-4150,817.5411487935804
51362357,Jennifer Logan,65,Male,2,Bachelor's,Married,High,rebecca79@example.com,(167) 642-1219,706.3797978563446
49587094,Tyler Robertson,67,Male,3,Master's,Married,High,sonyavaughan@example.net,(948) 303-2390,817.5411487935804
49587094,Tyler Robertson,67,Male,3,Master's,Married,High,sonyavaughan@example.net,(948) 303-2390,817.5411487935804
49587094,Tyler Robertson,67,Male,3,Master's,Married,High,sonyavaughan@example.net,(948) 303-2390,817.5411487935804
24071193,Chelsea Mosley,53,Male,4,Master's,Married,Medium,njordan@example.com,(498) 015-2315,706.3797978563446
37940512,Kathryn Chavez,60,Female,1,Doctorate,Single,Medium,erichardson@example.net,(377) 885-1327,817.5411487935804
37940512,Kathryn Chavez,60,Female,1,Doctorate,Single,Medium,erichardson@example.net,(377) 885-1327,817.5411487935804
37940512,Kathryn Chavez,60,Female,1,Doctorate,Single,Medium,erichardson@example.net,(377) 885-1327,817.5411487935804
37940512,Kathryn Chavez,60,Female,1,Doctorate,Single,Medium,erichardson@example.net,(377) 885-1327,817.5411487935804
60086669,Mary Clayton,28,Female,1,Master's,Single,Medium,bradleymalone@example.net,(783) 697-3345,817.5411487935804
60086669,Mary Clayton,28,Female,1,Master's,Single,Medium,bradleymalone@example.net,(783) 697-3345,817.5411487935804
36718927,Nicholas Rivera,32,Female,1,Doctorate,Single,Medium,deannadiaz@example.com,(497) 183-5232,706.3797978563446
83800904,Andrew Lee,46,Female,1,Bachelor's,Married,Medium,wmartinez@example.org,(460) 730-1229,
27596667,Russell York,58,Female,4,High School,Married,High,anthonylaura@example.net,(130) 118-5979,817.5411487935804
27596667,Russell York,58,Female,4,High School,Married,High,anthonylaura@example.net,(130) 118-5979,817.5411487935804
27596667,Russell York,58,Female,4,High School,Married,High,anthonylaura@example.net,(130) 118-5979,817.5411487935804
27596667,Russell York,58,Female,4,High School,Married,High,anthonylaura@example.net,(130) 118-5979,817.5411487935804
69836184,Karen Rios,41,Male,0,Master's,Single,Low,robertjennings@example.net,(870) 542-6820,
96285286,Madison Kramer,56,Male,3,High School,Married,Medium,martinezrichard@example.com,(707) 629-1908,
44334039,Bradley Bradley,52,Male,3,Bachelor's,Married,High,fischernicholas@example.net,(520) 794-1250,817.5411487935804
82936383,Robert Cooper,32,Female,4,Master's,Married,High,nhouston@example.org,(714) 645-0369,817.5411487935804
82936383,Robert Cooper,32,Female,4,Master's,Married,High,nhouston@example.org,(714) 645-0369,817.5411487935804
86154046,Jason Conley,28,Male,2,Doctorate,Married,Medium,davidhansen@example.org,(915) 888-9807,817.5411487935804
71659380,Margaret Martinez,48,Male,1,Doctorate,Single,Medium,jacob74@example.com,(020) 368-6018,
22691846,Stephen Hale,37,Female,1,Master's,Single,Medium,karencox@example.net,(484) 667-7140,
68316190,Edward Green,48,Male,2,Bachelor's,Single,High,allenamanda@example.org,(363) 953-4532,681.6141206396953
65627432,Teresa Powers,68,Female,1,High School,Single,Low,thancock@example.com,(396) 690-3753,817.5411487935804
65627432,Teresa Powers,68,Female,1,High School,Single,Low,thancock@example.com,(396) 690-3753,817.5411487935804
98066820,Alison Ramirez,54,Female,0,High School,Single,Low,elizabethyates@example.com,(284) 353-0994,
71624115,Alyssa Hinton,48,Female,0,Doctorate,Single,High,walterslisa@example.com,(589) 218-4712,817.5411487935804
71624115,Alyssa Hinton,48,Female,0,Doctorate,Single,High,walterslisa@example.com,(589) 218-4712,817.5411487935804
